,name,type,value,date
15474,Courier,4,2830,1994-03-28
15635,Bruguera,5,2797,1994-03-28
15052,Ivanisevic,6,2662,1994-03-28
16249,Medvedev,7,2392,1994-03-28
13690,Chang,8,2248,1994-03-28
2107,Martin,9,2231,1994-03-28
15946,Gustafsson,10,2141,1994-03-28
1374,Sampras,1,5022,1994-04-04
15845,Stich,2,3094,1994-04-04
13213,Edberg,3,3070,1994-04-04
15636,Bruguera,4,2791,1994-04-04
15475,Courier,5,2776,1994-04-04
15053,Ivanisevic,6,2662,1994-04-04
16250,Medvedev,7,2331,1994-04-04
2108,Martin,8,2231,1994-04-04
13691,Chang,9,2134,1994-04-04
15947,Gustafsson,10,2101,1994-04-04
1375,Sampras,1,5090,1994-04-11
15846,Stich,2,3094,1994-04-11
13214,Edberg,3,3070,1994-04-11
15476,Courier,4,2759,1994-04-11
15054,Ivanisevic,5,2662,1994-04-11
15637,Bruguera,6,2644,1994-04-11
13692,Chang,7,2309,1994-04-11
2109,Martin,8,2231,1994-04-11
16251,Medvedev,9,2047,1994-04-11
2871,Pioline,10,2008,1994-04-11
1376,Sampras,1,5035,1994-04-18
15847,Stich,2,3094,1994-04-18
13215,Edberg,3,3070,1994-04-18
15477,Courier,4,2791,1994-04-18
15055,Ivanisevic,5,2662,1994-04-18
15638,Bruguera,6,2644,1994-04-18
13693,Chang,7,2415,1994-04-18
2110,Martin,8,2207,1994-04-18
16252,Medvedev,9,2047,1994-04-18
2872,Pioline,10,2008,1994-04-18
1377,Sampras,1,5035,1994-04-25
15848,Stich,2,3094,1994-04-25
13216,Edberg,3,3067,1994-04-25
15478,Courier,4,2876,1994-04-25
15056,Ivanisevic,5,2706,1994-04-25
15639,Bruguera,6,2613,1994-04-25
13694,Chang,7,2415,1994-04-25
16253,Medvedev,8,2400,1994-04-25
2111,Martin,9,2207,1994-04-25
15948,Gustafsson,10,1993,1994-04-25
1378,Sampras,1,5035,1994-05-02
15849,Stich,2,3223,1994-05-02
13217,Edberg,3,2897,1994-05-02
15479,Courier,4,2876,1994-05-02
15057,Ivanisevic,5,2706,1994-05-02
15640,Bruguera,6,2655,1994-05-02
13695,Chang,7,2548,1994-05-02
16254,Medvedev,8,2400,1994-05-02
2112,Martin,9,2266,1994-05-02
14759,Muster,10,2119,1994-05-02
1379,Sampras,1,5035,1994-05-09
15850,Stich,2,3041,1994-05-09
13218,Edberg,3,2897,1994-05-09
15480,Courier,4,2876,1994-05-09
16255,Medvedev,5,2755,1994-05-09
15058,Ivanisevic,6,2706,1994-05-09
15641,Bruguera,7,2655,1994-05-09
13696,Chang,8,2548,1994-05-09
2113,Martin,9,2330,1994-05-09
14760,Muster,10,2119,1994-05-09
1380,Sampras,1,5304,1994-05-16
15851,Stich,2,3064,1994-05-16
13219,Edberg,3,2897,1994-05-16
16256,Medvedev,4,2747,1994-05-16
15059,Ivanisevic,5,2611,1994-05-16
15642,Bruguera,6,2579,1994-05-16
15481,Courier,7,2564,1994-05-16
13697,Chang,8,2437,1994-05-16
2114,Martin,9,2223,1994-05-16
12667,Becker,10,2195,1994-05-16
1381,Sampras,1,5304,1994-05-23
15852,Stich,2,3064,1994-05-23
13220,Edberg,3,2897,1994-05-23
16257,Medvedev,4,2747,1994-05-23
15060,Ivanisevic,5,2611,1994-05-23
15643,Bruguera,6,2579,1994-05-23
15482,Courier,7,2564,1994-05-23
13698,Chang,8,2437,1994-05-23
2115,Martin,9,2223,1994-05-23
12668,Becker,10,2195,1994-05-23
1660,Sampras,1,0,1994-05-30
15926,Stich,2,0,1994-05-30
13288,Edberg,3,0,1994-05-30
16276,Medvedev,4,0,1994-05-30
15238,Ivanisevic,5,0,1994-05-30
15732,Bruguera,6,0,1994-05-30
15557,Courier,7,0,1994-05-30
13888,Chang,8,0,1994-05-30
2173,Martin,9,0,1994-05-30
12817,Becker,10,0,1994-05-30
1382,Sampras,1,5258,1994-06-06
15853,Stich,2,3048,1994-06-06
13221,Edberg,3,2805,1994-06-06
15644,Bruguera,4,2703,1994-06-06
15061,Ivanisevic,5,2684,1994-06-06
16258,Medvedev,6,2564,1994-06-06
15483,Courier,7,2443,1994-06-06
13699,Chang,8,2437,1994-06-06
2116,Martin,9,2223,1994-06-06
12669,Becker,10,2195,1994-06-06
1383,Sampras,1,5272,1994-06-13
15854,Stich,2,2860,1994-06-13
13222,Edberg,3,2805,1994-06-13
15645,Bruguera,4,2703,1994-06-13
15062,Ivanisevic,5,2684,1994-06-13
16259,Medvedev,6,2564,1994-06-13
15484,Courier,7,2443,1994-06-13
13700,Chang,8,2437,1994-06-13
2117,Martin,9,2430,1994-06-13
12670,Becker,10,2159,1994-06-13
1384,Sampras,1,5272,1994-06-20
15855,Stich,2,3012,1994-06-20
13223,Edberg,3,2805,1994-06-20
15646,Bruguera,4,2703,1994-06-20
15063,Ivanisevic,5,2684,1994-06-20
16260,Medvedev,6,2484,1994-06-20
15485,Courier,7,2445,1994-06-20
13701,Chang,8,2437,1994-06-20
2118,Martin,9,2430,1994-06-20
12671,Becker,10,2159,1994-06-20
1661,Sampras,1,0,1994-06-27
15927,Stich,2,0,1994-06-27
13289,Edberg,3,0,1994-06-27
15733,Bruguera,4,0,1994-06-27
15239,Ivanisevic,5,0,1994-06-27
16277,Medvedev,6,0,1994-06-27
15558,Courier,7,0,1994-06-27
13889,Chang,8,0,1994-06-27
2174,Martin,9,0,1994-06-27
12818,Becker,10,0,1994-06-27
1385,Sampras,1,5405,1994-07-04
15064,Ivanisevic,2,3105,1994-07-04
15856,Stich,3,2895,1994-07-04
15647,Bruguera,4,2757,1994-07-04
2119,Martin,5,2563,1994-07-04
13224,Edberg,6,2558,1994-07-04
13702,Chang,7,2551,1994-07-04
16261,Medvedev,8,2534,1994-07-04
12672,Becker,9,2108,1994-07-04
14761,Muster,10,2025,1994-07-04
1386,Sampras,1,5405,1994-07-11
15065,Ivanisevic,2,3105,1994-07-11
15857,Stich,3,2895,1994-07-11
15648,Bruguera,4,2775,1994-07-11
16262,Medvedev,5,2585,1994-07-11
2120,Martin,6,2563,1994-07-11
13225,Edberg,7,2558,1994-07-11
13703,Chang,8,2551,1994-07-11
12673,Becker,9,2108,1994-07-11
14762,Muster,10,2000,1994-07-11
1387,Sampras,1,5405,1994-07-18
15066,Ivanisevic,2,3105,1994-07-18
15858,Stich,3,2895,1994-07-18
15649,Bruguera,4,2775,1994-07-18
16263,Medvedev,5,2585,1994-07-18
2121,Martin,6,2563,1994-07-18
13226,Edberg,7,2558,1994-07-18
13704,Chang,8,2551,1994-07-18
12674,Becker,9,2108,1994-07-18
14763,Muster,10,2000,1994-07-18
1388,Sampras,1,5405,1994-07-25
15067,Ivanisevic,2,3105,1994-07-25
13227,Edberg,3,2794,1994-07-25
15650,Bruguera,4,2775,1994-07-25
15859,Stich,5,2720,1994-07-25
13705,Chang,6,2551,1994-07-25
16264,Medvedev,7,2473,1994-07-25
2122,Martin,8,2446,1994-07-25
12675,Becker,9,2108,1994-07-25
16279,Berasategui,10,2048,1994-07-25
1389,Sampras,1,5405,1994-08-01
15068,Ivanisevic,2,3105,1994-08-01
15651,Bruguera,3,2812,1994-08-01
13228,Edberg,4,2794,1994-08-01
15860,Stich,5,2720,1994-08-01
13706,Chang,6,2551,1994-08-01
16265,Medvedev,7,2473,1994-08-01
2123,Martin,8,2201,1994-08-01
15486,Courier,9,2108,1994-08-01
16280,Berasategui,10,2103,1994-08-01
1390,Sampras,1,5405,1994-08-08
15069,Ivanisevic,2,3182,1994-08-08
15652,Bruguera,3,2860,1994-08-08
13229,Edberg,4,2794,1994-08-08
15861,Stich,5,2720,1994-08-08
16266,Medvedev,6,2510,1994-08-08
13707,Chang,7,2505,1994-08-08
12676,Becker,8,2255,1994-08-08
2124,Martin,9,2201,1994-08-08
15487,Courier,10,2108,1994-08-08
1391,Sampras,1,5405,1994-08-15
15070,Ivanisevic,2,3182,1994-08-15
15653,Bruguera,3,2860,1994-08-15
13230,Edberg,4,2790,1994-08-15
15862,Stich,5,2770,1994-08-15
13708,Chang,6,2579,1994-08-15
16267,Medvedev,7,2458,1994-08-15
12677,Becker,8,2269,1994-08-15
2125,Martin,9,2201,1994-08-15
15488,Courier,10,2135,1994-08-15
1392,Sampras,1,5405,1994-08-22
15071,Ivanisevic,2,3182,1994-08-22
15654,Bruguera,3,2860,1994-08-22
15863,Stich,4,2853,1994-08-22
13231,Edberg,5,2798,1994-08-22
13709,Chang,6,2579,1994-08-22
12678,Becker,7,2442,1994-08-22
16268,Medvedev,8,2229,1994-08-22
2126,Martin,9,2201,1994-08-22
16281,Berasategui,10,2037,1994-08-22
1393,Sampras,1,5405,1994-08-29
15072,Ivanisevic,2,3182,1994-08-29
15655,Bruguera,3,2860,1994-08-29
15864,Stich,4,2853,1994-08-29
13232,Edberg,5,2767,1994-08-29
13710,Chang,6,2443,1994-08-29
12679,Becker,7,2442,1994-08-29
16269,Medvedev,8,2229,1994-08-29
2127,Martin,9,2217,1994-08-29
16282,Berasategui,10,2086,1994-08-29
1662,Sampras,1,0,1994-09-05
15240,Ivanisevic,2,0,1994-09-05
15734,Bruguera,3,0,1994-09-05
15928,Stich,4,0,1994-09-05
13290,Edberg,5,0,1994-09-05
13890,Chang,6,0,1994-09-05
12819,Becker,7,0,1994-09-05
16278,Medvedev,8,0,1994-09-05
2175,Martin,9,0,1994-09-05
16314,Berasategui,10,0,1994-09-05
1394,Sampras,1,4884,1994-09-12
15865,Stich,2,3272,1994-09-12
15073,Ivanisevic,3,3182,1994-09-12
15656,Bruguera,4,2880,1994-09-12
13233,Edberg,5,2767,1994-09-12
2128,Martin,6,2492,1994-09-12
12680,Becker,7,2374,1994-09-12
13711,Chang,8,2364,1994-09-12
451,Agassi,9,2132,1994-09-12
16283,Berasategui,10,2086,1994-09-12
1395,Sampras,1,4884,1994-09-19
15866,Stich,2,3272,1994-09-19
15074,Ivanisevic,3,3170,1994-09-19
15657,Bruguera,4,2776,1994-09-19
13234,Edberg,5,2767,1994-09-19
2129,Martin,6,2492,1994-09-19
12681,Becker,7,2374,1994-09-19
13712,Chang,8,2364,1994-09-19
452,Agassi,9,2132,1994-09-19
16284,Berasategui,10,2089,1994-09-19
1396,Sampras,1,4884,1994-09-26
15867,Stich,2,3272,1994-09-26
15075,Ivanisevic,3,3170,1994-09-26
15658,Bruguera,4,2776,1994-09-26
13235,Edberg,5,2767,1994-09-26
2130,Martin,6,2492,1994-09-26
12682,Becker,7,2374,1994-09-26
13713,Chang,8,2364,1994-09-26
16285,Berasategui,9,2163,1994-09-26
453,Agassi,10,2132,1994-09-26
1397,Sampras,1,4884,1994-10-03
15076,Ivanisevic,2,3170,1994-10-03
15868,Stich,3,3092,1994-10-03
15659,Bruguera,4,2727,1994-10-03
13236,Edberg,5,2642,1994-10-03
2131,Martin,6,2492,1994-10-03
12683,Becker,7,2374,1994-10-03
16286,Berasategui,8,2310,1994-10-03
13714,Chang,9,2277,1994-10-03
454,Agassi,10,2132,1994-10-03
1398,Sampras,1,4884,1994-10-10
15077,Ivanisevic,2,3125,1994-10-10
15869,Stich,3,3092,1994-10-10
15660,Bruguera,4,2727,1994-10-10
13237,Edberg,5,2642,1994-10-10
12684,Becker,6,2577,1994-10-10
2132,Martin,7,2477,1994-10-10
16287,Berasategui,8,2361,1994-10-10
13715,Chang,9,2277,1994-10-10
455,Agassi,10,2132,1994-10-10
1399,Sampras,1,4884,1994-10-17
15078,Ivanisevic,2,3420,1994-10-17
15870,Stich,3,3092,1994-10-17
15661,Bruguera,4,2727,1994-10-17
13238,Edberg,5,2697,1994-10-17
12685,Becker,6,2533,1994-10-17
13716,Chang,7,2450,1994-10-17
16288,Berasategui,8,2361,1994-10-17
2133,Martin,9,2312,1994-10-17
456,Agassi,10,2132,1994-10-17
1400,Sampras,1,4740,1994-10-24
15079,Ivanisevic,2,3317,1994-10-24
15871,Stich,3,3189,1994-10-24
15662,Bruguera,4,2727,1994-10-24
13239,Edberg,5,2697,1994-10-24
12686,Becker,6,2533,1994-10-24
13717,Chang,7,2466,1994-10-24
457,Agassi,8,2417,1994-10-24
16289,Berasategui,9,2361,1994-10-24
2134,Martin,10,2312,1994-10-24
1401,Sampras,1,4832,1994-10-31
15080,Ivanisevic,2,3363,1994-10-31
12687,Becker,3,2980,1994-10-31
15872,Stich,4,2883,1994-10-31
15663,Bruguera,5,2774,1994-10-31
13240,Edberg,6,2660,1994-10-31
458,Agassi,7,2525,1994-10-31
16290,Berasategui,8,2486,1994-10-31
13718,Chang,9,2466,1994-10-31
2135,Martin,10,2306,1994-10-31
1402,Sampras,1,4841,1994-11-07
459,Agassi,2,3065,1994-11-07
12688,Becker,3,2977,1994-11-07
15081,Ivanisevic,4,2977,1994-11-07
15664,Bruguera,5,2937,1994-11-07
15873,Stich,6,2835,1994-11-07
13719,Chang,7,2642,1994-11-07
16291,Berasategui,8,2532,1994-11-07
13241,Edberg,9,2466,1994-11-07
2136,Martin,10,2307,1994-11-07
1403,Sampras,1,4579,1994-11-14
460,Agassi,2,3065,1994-11-14
15665,Bruguera,3,2937,1994-11-14
15082,Ivanisevic,4,2936,1994-11-14
12689,Becker,5,2848,1994-11-14
13720,Chang,6,2627,1994-11-14
16292,Berasategui,7,2470,1994-11-14
13242,Edberg,8,2438,1994-11-14
15874,Stich,9,2380,1994-11-14
2137,Martin,10,2307,1994-11-14
1404,Sampras,1,5097,1994-11-21
461,Agassi,2,3249,1994-11-21
12690,Becker,3,3237,1994-11-21
15666,Bruguera,4,3007,1994-11-21
15083,Ivanisevic,5,2936,1994-11-21
13721,Chang,6,2647,1994-11-21
13243,Edberg,7,2471,1994-11-21
16293,Berasategui,8,2470,1994-11-21
15875,Stich,9,2380,1994-11-21
2138,Martin,10,2307,1994-11-21
1405,Sampras,1,5097,1994-11-28
462,Agassi,2,3249,1994-11-28
12691,Becker,3,3237,1994-11-28
15667,Bruguera,4,3007,1994-11-28
15084,Ivanisevic,5,2936,1994-11-28
13722,Chang,6,2647,1994-11-28
13244,Edberg,7,2471,1994-11-28
16294,Berasategui,8,2470,1994-11-28
15876,Stich,9,2380,1994-11-28
2139,Martin,10,2307,1994-11-28
1663,Sampras,1,0,1994-12-05
635,Agassi,2,0,1994-12-05
12820,Becker,3,0,1994-12-05
15735,Bruguera,4,0,1994-12-05
15241,Ivanisevic,5,0,1994-12-05
13891,Chang,6,0,1994-12-05
13291,Edberg,7,0,1994-12-05
16315,Berasategui,8,0,1994-12-05
15929,Stich,9,0,1994-12-05
2176,Martin,10,0,1994-12-05
1406,Sampras,1,5097,1994-12-12
463,Agassi,2,3249,1994-12-12
12692,Becker,3,3237,1994-12-12
15668,Bruguera,4,3007,1994-12-12
15085,Ivanisevic,5,2936,1994-12-12
13723,Chang,6,2647,1994-12-12
13245,Edberg,7,2471,1994-12-12
16295,Berasategui,8,2470,1994-12-12
15877,Stich,9,2380,1994-12-12
2140,Martin,10,2307,1994-12-12
1407,Sampras,1,5097,1994-12-19
464,Agassi,2,3249,1994-12-19
12693,Becker,3,3237,1994-12-19
15669,Bruguera,4,3007,1994-12-19
15086,Ivanisevic,5,2936,1994-12-19
13724,Chang,6,2647,1994-12-19
13246,Edberg,7,2471,1994-12-19
16296,Berasategui,8,2470,1994-12-19
15878,Stich,9,2380,1994-12-19
2141,Martin,10,2307,1994-12-19
1664,Sampras,1,0,1995-01-02
636,Agassi,2,0,1995-01-02
12821,Becker,3,0,1995-01-02
15736,Bruguera,4,0,1995-01-02
15242,Ivanisevic,5,0,1995-01-02
13892,Chang,6,0,1995-01-02
13292,Edberg,7,0,1995-01-02
16316,Berasategui,8,0,1995-01-02
15930,Stich,9,0,1995-01-02
2177,Martin,10,0,1995-01-02
1408,Sampras,1,5097,1995-01-09
465,Agassi,2,3249,1995-01-09
12694,Becker,3,3237,1995-01-09
15670,Bruguera,4,3007,1995-01-09
15087,Ivanisevic,5,2927,1995-01-09
13725,Chang,6,2647,1995-01-09
13247,Edberg,7,2504,1995-01-09
16297,Berasategui,8,2470,1995-01-09
15879,Stich,9,2423,1995-01-09
2142,Martin,10,2307,1995-01-09
1409,Sampras,1,4945,1995-01-16
466,Agassi,2,3249,1995-01-16
12695,Becker,3,3237,1995-01-16
15671,Bruguera,4,3007,1995-01-16
15088,Ivanisevic,5,2927,1995-01-16
13726,Chang,6,2548,1995-01-16
13248,Edberg,7,2504,1995-01-16
16298,Berasategui,8,2470,1995-01-16
15880,Stich,9,2423,1995-01-16
2143,Martin,10,2249,1995-01-16
1665,Sampras,1,0,1995-01-23
637,Agassi,2,0,1995-01-23
12822,Becker,3,0,1995-01-23
15737,Bruguera,4,0,1995-01-23
15243,Ivanisevic,5,0,1995-01-23
13893,Chang,6,0,1995-01-23
13293,Edberg,7,0,1995-01-23
16317,Berasategui,8,0,1995-01-23
15931,Stich,9,0,1995-01-23
2178,Martin,10,0,1995-01-23
1410,Sampras,1,4725,1995-01-30
467,Agassi,2,3908,1995-01-30
12696,Becker,3,3237,1995-01-30
15672,Bruguera,4,3007,1995-01-30
15089,Ivanisevic,5,2845,1995-01-30
13727,Chang,6,2770,1995-01-30
16299,Berasategui,7,2470,1995-01-30
15881,Stich,8,2423,1995-01-30
13249,Edberg,9,2277,1995-01-30
875,Kafelnikov,10,2139,1995-01-30
1411,Sampras,1,4725,1995-02-06
468,Agassi,2,3908,1995-02-06
12697,Becker,3,3216,1995-02-06
15673,Bruguera,4,2873,1995-02-06
15090,Ivanisevic,5,2845,1995-02-06
13728,Chang,6,2709,1995-02-06
16300,Berasategui,7,2470,1995-02-06
15882,Stich,8,2395,1995-02-06
13250,Edberg,9,2277,1995-02-06
876,Kafelnikov,10,2139,1995-02-06
1412,Sampras,1,4725,1995-02-13
469,Agassi,2,4082,1995-02-13
12698,Becker,3,3054,1995-02-13
15091,Ivanisevic,4,2805,1995-02-13
13729,Chang,5,2803,1995-02-13
15674,Bruguera,6,2779,1995-02-13
16301,Berasategui,7,2470,1995-02-13
15883,Stich,8,2395,1995-02-13
13251,Edberg,9,2277,1995-02-13
877,Kafelnikov,10,2139,1995-02-13
1413,Sampras,1,4776,1995-02-20
470,Agassi,2,4082,1995-02-20
12699,Becker,3,3033,1995-02-20
15675,Bruguera,4,2619,1995-02-20
15092,Ivanisevic,5,2595,1995-02-20
13730,Chang,6,2537,1995-02-20
16302,Berasategui,7,2473,1995-02-20
878,Kafelnikov,8,2460,1995-02-20
15884,Stich,9,2341,1995-02-20
16130,Ferreira,10,2070,1995-02-20
1414,Sampras,1,4776,1995-02-27
471,Agassi,2,4017,1995-02-27
12700,Becker,3,3251,1995-02-27
13731,Chang,4,2697,1995-02-27
15676,Bruguera,5,2619,1995-02-27
15093,Ivanisevic,6,2500,1995-02-27
879,Kafelnikov,7,2491,1995-02-27
16303,Berasategui,8,2488,1995-02-27
15885,Stich,9,2467,1995-02-27
2379,Krajicek,10,2045,1995-02-27
1415,Sampras,1,4389,1995-03-06
472,Agassi,2,4017,1995-03-06
12701,Becker,3,3251,1995-03-06
13732,Chang,4,2697,1995-03-06
15677,Bruguera,5,2619,1995-03-06
15094,Ivanisevic,6,2500,1995-03-06
16304,Berasategui,7,2488,1995-03-06
15886,Stich,8,2467,1995-03-06
880,Kafelnikov,9,2434,1995-03-06
2380,Krajicek,10,2239,1995-03-06
1416,Sampras,1,4780,1995-03-13
473,Agassi,2,4310,1995-03-13
12702,Becker,3,3410,1995-03-13
13733,Chang,4,2697,1995-03-13
15678,Bruguera,5,2619,1995-03-13
15095,Ivanisevic,6,2500,1995-03-13
16305,Berasategui,7,2488,1995-03-13
15887,Stich,8,2467,1995-03-13
881,Kafelnikov,9,2434,1995-03-13
2381,Krajicek,10,2239,1995-03-13
1666,Sampras,1,0,1995-03-20
638,Agassi,2,0,1995-03-20
12823,Becker,3,0,1995-03-20
13894,Chang,4,0,1995-03-20
15738,Bruguera,5,0,1995-03-20
15244,Ivanisevic,6,0,1995-03-20
16318,Berasategui,7,0,1995-03-20
15932,Stich,8,0,1995-03-20
1086,Kafelnikov,9,0,1995-03-20
2505,Krajicek,10,0,1995-03-20
1417,Sampras,1,4684,1995-03-27
474,Agassi,2,4457,1995-03-27
12703,Becker,3,3410,1995-03-27
13734,Chang,4,2697,1995-03-27
15679,Bruguera,5,2619,1995-03-27
882,Kafelnikov,6,2538,1995-03-27
16306,Berasategui,7,2488,1995-03-27
15888,Stich,8,2467,1995-03-27
15096,Ivanisevic,9,2394,1995-03-27
2382,Krajicek,10,2239,1995-03-27
1418,Sampras,1,4534,1995-04-03
475,Agassi,2,4403,1995-04-03
12704,Becker,3,3410,1995-04-03
13735,Chang,4,2697,1995-04-03
15680,Bruguera,5,2598,1995-04-03
883,Kafelnikov,6,2538,1995-04-03
16307,Berasategui,7,2479,1995-04-03
15889,Stich,8,2467,1995-04-03
15097,Ivanisevic,9,2394,1995-04-03
2383,Krajicek,10,2239,1995-04-03
476,Agassi,1,4403,1995-04-10
1419,Sampras,2,4216,1995-04-10
12705,Becker,3,3274,1995-04-10
15681,Bruguera,4,2556,1995-04-10
884,Kafelnikov,5,2538,1995-04-10
13736,Chang,6,2519,1995-04-10
16308,Berasategui,7,2479,1995-04-10
15890,Stich,8,2467,1995-04-10
15098,Ivanisevic,9,2394,1995-04-10
16131,Ferreira,10,2030,1995-04-10
477,Agassi,1,4603,1995-04-17
1420,Sampras,2,4216,1995-04-17
12706,Becker,3,3274,1995-04-17
885,Kafelnikov,4,2590,1995-04-17
15099,Ivanisevic,5,2557,1995-04-17
15682,Bruguera,6,2556,1995-04-17
15891,Stich,7,2467,1995-04-17
13737,Chang,8,2464,1995-04-17
16309,Berasategui,9,2304,1995-04-17
16319,Larsson,10,2126,1995-04-17
478,Agassi,1,4603,1995-04-24
1421,Sampras,2,4216,1995-04-24
12707,Becker,3,3274,1995-04-24
13738,Chang,4,2607,1995-04-24
886,Kafelnikov,5,2521,1995-04-24
15892,Stich,6,2467,1995-04-24
15100,Ivanisevic,7,2446,1995-04-24
16310,Berasategui,8,2281,1995-04-24
15683,Bruguera,9,2211,1995-04-24
16320,Larsson,10,2126,1995-04-24
479,Agassi,1,4597,1995-05-01
1422,Sampras,2,4216,1995-05-01
12708,Becker,3,3612,1995-05-01
15101,Ivanisevic,4,2638,1995-05-01
887,Kafelnikov,5,2521,1995-05-01
13739,Chang,6,2464,1995-05-01
16311,Berasategui,7,2285,1995-05-01
15893,Stich,8,2266,1995-05-01
14764,Muster,9,2227,1995-05-01
15684,Bruguera,10,2127,1995-05-01
480,Agassi,1,4705,1995-05-08
1423,Sampras,2,4216,1995-05-08
12709,Becker,3,3612,1995-05-08
13740,Chang,4,2639,1995-05-08
15102,Ivanisevic,5,2638,1995-05-08
16132,Ferreira,6,2289,1995-05-08
16312,Berasategui,7,2285,1995-05-08
15894,Stich,8,2238,1995-05-08
888,Kafelnikov,9,2230,1995-05-08
14765,Muster,10,2227,1995-05-08
481,Agassi,1,4705,1995-05-15
1424,Sampras,2,3965,1995-05-15
12710,Becker,3,3265,1995-05-15
15103,Ivanisevic,4,2728,1995-05-15
13741,Chang,5,2639,1995-05-15
16133,Ferreira,6,2349,1995-05-15
15685,Bruguera,7,2328,1995-05-15
16313,Berasategui,8,2285,1995-05-15
889,Kafelnikov,9,2230,1995-05-15
14766,Muster,10,2227,1995-05-15
482,Agassi,1,4705,1995-05-22
1425,Sampras,2,3965,1995-05-22
12711,Becker,3,3265,1995-05-22
15104,Ivanisevic,4,2921,1995-05-22
14767,Muster,5,2675,1995-05-22
13742,Chang,6,2669,1995-05-22
15686,Bruguera,7,2663,1995-05-22
16134,Ferreira,8,2511,1995-05-22
890,Kafelnikov,9,2230,1995-05-22
16321,Larsson,10,2222,1995-05-22
483,Agassi,1,4705,1995-05-29
1426,Sampras,2,3965,1995-05-29
12712,Becker,3,3265,1995-05-29
15105,Ivanisevic,4,2921,1995-05-29
14768,Muster,5,2675,1995-05-29
13743,Chang,6,2669,1995-05-29
15687,Bruguera,7,2663,1995-05-29
16135,Ferreira,8,2511,1995-05-29
891,Kafelnikov,9,2230,1995-05-29
16322,Larsson,10,2222,1995-05-29
639,Agassi,1,0,1995-06-05
1667,Sampras,2,0,1995-06-05
12824,Becker,3,0,1995-06-05
15245,Ivanisevic,4,0,1995-06-05
14889,Muster,5,0,1995-06-05
13895,Chang,6,0,1995-06-05
15739,Bruguera,7,0,1995-06-05
16205,Ferreira,8,0,1995-06-05
1087,Kafelnikov,9,0,1995-06-05
16323,Larsson,10,0,1995-06-05
484,Agassi,1,4779,1995-06-12
1427,Sampras,2,3651,1995-06-12
14769,Muster,3,3402,1995-06-12
12713,Becker,4,3314,1995-06-12
13744,Chang,5,3134,1995-06-12
15106,Ivanisevic,6,2736,1995-06-12
892,Kafelnikov,7,2521,1995-06-12
16136,Ferreira,8,2511,1995-06-12
15895,Stich,9,2233,1995-06-12
15688,Bruguera,10,2218,1995-06-12
485,Agassi,1,4779,1995-06-19
1428,Sampras,2,3873,1995-06-19
12714,Becker,3,3387,1995-06-19
14770,Muster,4,3294,1995-06-19
13745,Chang,5,3134,1995-06-19
15107,Ivanisevic,6,2786,1995-06-19
893,Kafelnikov,7,2468,1995-06-19
16137,Ferreira,8,2434,1995-06-19
15689,Bruguera,9,2218,1995-06-19
15896,Stich,10,2056,1995-06-19
486,Agassi,1,4779,1995-06-26
1429,Sampras,2,3873,1995-06-26
14771,Muster,3,3401,1995-06-26
12715,Becker,4,3387,1995-06-26
13746,Chang,5,3134,1995-06-26
15108,Ivanisevic,6,2786,1995-06-26
894,Kafelnikov,7,2468,1995-06-26
16138,Ferreira,8,2434,1995-06-26
15690,Bruguera,9,2218,1995-06-26
15897,Stich,10,2187,1995-06-26
640,Agassi,1,0,1995-07-03
1668,Sampras,2,0,1995-07-03
14890,Muster,3,0,1995-07-03
12825,Becker,4,0,1995-07-03
13896,Chang,5,0,1995-07-03
15246,Ivanisevic,6,0,1995-07-03
1088,Kafelnikov,7,0,1995-07-03
16206,Ferreira,8,0,1995-07-03
15740,Bruguera,9,0,1995-07-03
15933,Stich,10,0,1995-07-03
487,Agassi,1,4980,1995-07-10
1430,Sampras,2,3834,1995-07-10
12716,Becker,3,3598,1995-07-10
14772,Muster,4,3401,1995-07-10
13747,Chang,5,3025,1995-07-10
15109,Ivanisevic,6,2621,1995-07-10
895,Kafelnikov,7,2516,1995-07-10
16139,Ferreira,8,2377,1995-07-10
15898,Stich,9,2187,1995-07-10
16324,Rosset,10,1981,1995-07-10
488,Agassi,1,4980,1995-07-17
1431,Sampras,2,3834,1995-07-17
12717,Becker,3,3598,1995-07-17
14773,Muster,4,3401,1995-07-17
13748,Chang,5,3025,1995-07-17
896,Kafelnikov,6,2676,1995-07-17
15110,Ivanisevic,7,2621,1995-07-17
16140,Ferreira,8,2377,1995-07-17
15899,Stich,9,2187,1995-07-17
16325,Rosset,10,2069,1995-07-17
489,Agassi,1,5176,1995-07-24
1432,Sampras,2,3834,1995-07-24
14774,Muster,3,3667,1995-07-24
12718,Becker,4,3598,1995-07-24
13749,Chang,5,3025,1995-07-24
897,Kafelnikov,6,2676,1995-07-24
15111,Ivanisevic,7,2621,1995-07-24
16141,Ferreira,8,2377,1995-07-24
15900,Stich,9,2166,1995-07-24
15691,Bruguera,10,2155,1995-07-24
490,Agassi,1,5161,1995-07-31
1433,Sampras,2,4145,1995-07-31
14775,Muster,3,3667,1995-07-31
12719,Becker,4,3598,1995-07-31
13750,Chang,5,3064,1995-07-31
898,Kafelnikov,6,2676,1995-07-31
15112,Ivanisevic,7,2660,1995-07-31
16142,Ferreira,8,2252,1995-07-31
15901,Stich,9,2232,1995-07-31
15692,Bruguera,10,2123,1995-07-31
491,Agassi,1,5161,1995-08-07
