,name,type,value,date
9924,Tsonga,10,2875,2009-11-23
4401,Federer,1,10550,2009-11-30
6409,Nadal,2,9205,2009-11-30
8354,Djokovic,3,8310,2009-11-30
8824,Murray,4,7030,2009-11-30
9646,Del Potro,5,6785,2009-11-30
7056,Davydenko,6,4930,2009-11-30
5217,Roddick,7,4410,2009-11-30
10288,Soderling,8,3410,2009-11-30
10157,Verdasco,9,3300,2009-11-30
9925,Tsonga,10,2875,2009-11-30
4402,Federer,1,10550,2009-12-07
6410,Nadal,2,9205,2009-12-07
8355,Djokovic,3,8310,2009-12-07
8825,Murray,4,7030,2009-12-07
9647,Del Potro,5,6785,2009-12-07
7057,Davydenko,6,4930,2009-12-07
5218,Roddick,7,4410,2009-12-07
10289,Soderling,8,3410,2009-12-07
10158,Verdasco,9,3300,2009-12-07
9926,Tsonga,10,2875,2009-12-07
4403,Federer,1,10550,2009-12-14
6411,Nadal,2,9205,2009-12-14
8356,Djokovic,3,8310,2009-12-14
8826,Murray,4,7030,2009-12-14
9648,Del Potro,5,6785,2009-12-14
7058,Davydenko,6,4930,2009-12-14
5219,Roddick,7,4410,2009-12-14
10290,Soderling,8,3410,2009-12-14
10159,Verdasco,9,3300,2009-12-14
9927,Tsonga,10,2875,2009-12-14
4404,Federer,1,10550,2009-12-21
6412,Nadal,2,9205,2009-12-21
8357,Djokovic,3,8310,2009-12-21
8827,Murray,4,7030,2009-12-21
9649,Del Potro,5,6785,2009-12-21
7059,Davydenko,6,4930,2009-12-21
5220,Roddick,7,4410,2009-12-21
10291,Soderling,8,3410,2009-12-21
10160,Verdasco,9,3300,2009-12-21
9928,Tsonga,10,2875,2009-12-21
4405,Federer,1,10550,2009-12-28
6413,Nadal,2,9205,2009-12-28
8358,Djokovic,3,8310,2009-12-28
8828,Murray,4,7030,2009-12-28
9650,Del Potro,5,6785,2009-12-28
7060,Davydenko,6,4930,2009-12-28
5221,Roddick,7,4410,2009-12-28
10292,Soderling,8,3410,2009-12-28
10161,Verdasco,9,3300,2009-12-28
9929,Tsonga,10,2875,2009-12-28
4456,Federer,1,10550,2010-01-04
6441,Nadal,2,9205,2010-01-04
8375,Djokovic,3,8310,2010-01-04
8838,Murray,4,7030,2010-01-04
9657,Del Potro,5,6785,2010-01-04
7085,Davydenko,6,4930,2010-01-04
5270,Roddick,7,4410,2010-01-04
10293,Soderling,8,3410,2010-01-04
10167,Verdasco,9,3300,2010-01-04
9934,Tsonga,10,2875,2010-01-04
4457,Federer,1,10550,2010-01-11
6442,Nadal,2,9310,2010-01-11
8376,Djokovic,3,8310,2010-01-11
9658,Del Potro,4,6785,2010-01-11
8839,Murray,5,6780,2010-01-11
7086,Davydenko,6,4930,2010-01-11
5271,Roddick,7,4510,2010-01-11
10294,Soderling,8,3410,2010-01-11
10168,Verdasco,9,3300,2010-01-11
9935,Tsonga,10,2875,2010-01-11
4458,Federer,1,10550,2010-01-18
6443,Nadal,2,9310,2010-01-18
8377,Djokovic,3,8310,2010-01-18
8840,Murray,4,6780,2010-01-18
9659,Del Potro,5,6580,2010-01-18
7087,Davydenko,6,4930,2010-01-18
5272,Roddick,7,4510,2010-01-18
10295,Soderling,8,3410,2010-01-18
10169,Verdasco,9,3300,2010-01-18
9936,Tsonga,10,2875,2010-01-18
4459,Federer,1,11350,2010-02-01
8378,Djokovic,2,8310,2010-02-01
8841,Murray,3,7800,2010-02-01
6444,Nadal,4,7670,2010-02-01
9660,Del Potro,5,6400,2010-02-01
7088,Davydenko,6,5290,2010-02-01
5273,Roddick,7,4150,2010-02-01
10296,Soderling,8,3375,2010-02-01
9937,Tsonga,9,3235,2010-02-01
10378,Cilic,10,2970,2010-02-01
4460,Federer,1,11350,2010-02-08
8379,Djokovic,2,8310,2010-02-08
8842,Murray,3,7800,2010-02-08
6445,Nadal,4,7670,2010-02-08
9661,Del Potro,5,6400,2010-02-08
7089,Davydenko,6,5290,2010-02-08
5274,Roddick,7,4150,2010-02-08
10297,Soderling,8,3375,2010-02-08
9938,Tsonga,9,3075,2010-02-08
10379,Cilic,10,2970,2010-02-08
4461,Federer,1,11350,2010-02-15
8380,Djokovic,2,8310,2010-02-15
6446,Nadal,3,7370,2010-02-15
8843,Murray,4,7300,2010-02-15
9662,Del Potro,5,6355,2010-02-15
7090,Davydenko,6,5290,2010-02-15
5275,Roddick,7,4210,2010-02-15
10298,Soderling,8,3855,2010-02-15
9939,Tsonga,9,2985,2010-02-15
10380,Cilic,10,2970,2010-02-15
4462,Federer,1,11350,2010-02-22
8381,Djokovic,2,8310,2010-02-22
6447,Nadal,3,7370,2010-02-22
8844,Murray,4,7300,2010-02-22
9663,Del Potro,5,6275,2010-02-22
7091,Davydenko,6,5290,2010-02-22
10299,Soderling,7,3855,2010-02-22
5276,Roddick,8,3800,2010-02-22
10381,Cilic,9,2970,2010-02-22
10170,Verdasco,10,2860,2010-02-22
4463,Federer,1,11350,2010-03-01
8382,Djokovic,2,8310,2010-03-01
6448,Nadal,3,7520,2010-03-01
8845,Murray,4,7255,2010-03-01
9664,Del Potro,5,6265,2010-03-01
7092,Davydenko,6,5290,2010-03-01
10300,Soderling,7,3855,2010-03-01
5277,Roddick,8,3720,2010-03-01
10382,Cilic,9,2970,2010-03-01
7761,Gonzalez,10,2890,2010-03-01
4464,Federer,1,11350,2010-03-08
8383,Djokovic,2,8310,2010-03-08
6449,Nadal,3,7440,2010-03-08
8846,Murray,4,7255,2010-03-08
9665,Del Potro,5,6275,2010-03-08
7093,Davydenko,6,5290,2010-03-08
10301,Soderling,7,3905,2010-03-08
5278,Roddick,8,3720,2010-03-08
10383,Cilic,9,2970,2010-03-08
7762,Gonzalez,10,2925,2010-03-08
4465,Federer,1,11035,2010-03-22
8384,Djokovic,2,8220,2010-03-22
8847,Murray,3,6835,2010-03-22
6450,Nadal,4,6800,2010-03-22
9666,Del Potro,5,6095,2010-03-22
7094,Davydenko,6,5335,2010-03-22
10302,Soderling,7,4245,2010-03-22
5279,Roddick,8,3960,2010-03-22
10384,Cilic,9,2935,2010-03-22
9940,Tsonga,10,2915,2010-03-22
4466,Federer,1,10765,2010-04-05
8385,Djokovic,2,7630,2010-04-05
6451,Nadal,3,6980,2010-04-05
8848,Murray,4,5845,2010-04-05
9667,Del Potro,5,5735,2010-04-05
7095,Davydenko,6,5335,2010-04-05
5280,Roddick,7,4780,2010-04-05
10303,Soderling,8,4595,2010-04-05
10385,Cilic,9,2980,2010-04-05
9941,Tsonga,10,2915,2010-04-05
4467,Federer,1,10765,2010-04-12
8386,Djokovic,2,7630,2010-04-12
6452,Nadal,3,6980,2010-04-12
8849,Murray,4,5845,2010-04-12
9668,Del Potro,5,5735,2010-04-12
7096,Davydenko,6,5335,2010-04-12
5281,Roddick,7,4780,2010-04-12
10304,Soderling,8,4595,2010-04-12
10386,Cilic,9,2980,2010-04-12
9942,Tsonga,10,2915,2010-04-12
4468,Federer,1,10690,2010-04-19
8387,Djokovic,2,7390,2010-04-19
6453,Nadal,3,6980,2010-04-19
9669,Del Potro,4,5725,2010-04-19
8850,Murray,5,5485,2010-04-19
7097,Davydenko,6,5335,2010-04-19
5282,Roddick,7,4780,2010-04-19
10305,Soderling,8,4595,2010-04-19
10171,Verdasco,9,3145,2010-04-19
9943,Tsonga,10,3005,2010-04-19
4469,Federer,1,10690,2010-04-26
8388,Djokovic,2,7390,2010-04-26
6454,Nadal,3,6480,2010-04-26
9670,Del Potro,4,5725,2010-04-26
8851,Murray,5,5485,2010-04-26
7098,Davydenko,6,5245,2010-04-26
10306,Soderling,7,4805,2010-04-26
5283,Roddick,8,4780,2010-04-26
10172,Verdasco,9,3555,2010-04-26
9944,Tsonga,10,3050,2010-04-26
4470,Federer,1,10340,2010-05-03
8389,Djokovic,2,6970,2010-05-03
6455,Nadal,3,6480,2010-05-03
8852,Murray,4,5565,2010-05-03
9671,Del Potro,5,5545,2010-05-03
7099,Davydenko,6,5235,2010-05-03
10307,Soderling,7,4805,2010-05-03
5284,Roddick,8,4780,2010-05-03
10173,Verdasco,9,3735,2010-05-03
9945,Tsonga,10,3220,2010-05-03
4471,Federer,1,10430,2010-05-10
8390,Djokovic,2,6765,2010-05-10
6456,Nadal,3,6480,2010-05-10
8853,Murray,4,5565,2010-05-10
9672,Del Potro,5,5545,2010-05-10
7100,Davydenko,6,5235,2010-05-10
10308,Soderling,7,4805,2010-05-10
5285,Roddick,8,4780,2010-05-10
10174,Verdasco,9,3735,2010-05-10
9946,Tsonga,10,3220,2010-05-10
4472,Federer,1,10030,2010-05-17
6457,Nadal,2,6880,2010-05-17
8391,Djokovic,3,6405,2010-05-17
8854,Murray,4,5565,2010-05-17
9673,Del Potro,5,5185,2010-05-17
7101,Davydenko,6,5145,2010-05-17
10309,Soderling,7,4770,2010-05-17
5286,Roddick,8,4600,2010-05-17
10175,Verdasco,9,3645,2010-05-17
9947,Tsonga,10,3185,2010-05-17
4473,Federer,1,10030,2010-05-24
6458,Nadal,2,6880,2010-05-24
8392,Djokovic,3,6405,2010-05-24
8855,Murray,4,5565,2010-05-24
7102,Davydenko,5,5145,2010-05-24
9674,Del Potro,6,5115,2010-05-24
10310,Soderling,7,4755,2010-05-24
5287,Roddick,8,4600,2010-05-24
10176,Verdasco,9,3645,2010-05-24
9948,Tsonga,10,3185,2010-05-24
6459,Nadal,1,8700,2010-06-07
4474,Federer,2,8390,2010-06-07
8393,Djokovic,3,6675,2010-06-07
8856,Murray,4,5385,2010-06-07
7103,Davydenko,5,4785,2010-06-07
10311,Soderling,6,4755,2010-06-07
5288,Roddick,7,4510,2010-06-07
9675,Del Potro,8,4395,2010-06-07
10177,Verdasco,9,3645,2010-06-07
9949,Tsonga,10,3185,2010-06-07
6460,Nadal,1,8745,2010-06-14
4475,Federer,2,8525,2010-06-14
8394,Djokovic,3,6545,2010-06-14
8857,Murray,4,5155,2010-06-14
7104,Davydenko,5,4785,2010-06-14
10312,Soderling,6,4755,2010-06-14
5289,Roddick,7,4510,2010-06-14
9676,Del Potro,8,4395,2010-06-14
10178,Verdasco,9,3645,2010-06-14
9950,Tsonga,10,3185,2010-06-14
6461,Nadal,1,8745,2010-06-21
4476,Federer,2,8525,2010-06-21
8395,Djokovic,3,6545,2010-06-21
8858,Murray,4,5155,2010-06-21
7105,Davydenko,5,4785,2010-06-21
10313,Soderling,6,4755,2010-06-21
5290,Roddick,7,4510,2010-06-21
9677,Del Potro,8,4395,2010-06-21
10179,Verdasco,9,3645,2010-06-21
9951,Tsonga,10,3185,2010-06-21
6462,Nadal,1,10745,2010-07-05
8396,Djokovic,2,6905,2010-07-05
4477,Federer,3,6885,2010-07-05
8859,Murray,4,5155,2010-07-05
10314,Soderling,5,4935,2010-07-05
7106,Davydenko,6,4740,2010-07-05
9678,Del Potro,7,4350,2010-07-05
7925,Berdych,8,3845,2010-07-05
5291,Roddick,9,3490,2010-07-05
10180,Verdasco,10,3475,2010-07-05
6463,Nadal,1,10745,2010-07-12
8397,Djokovic,2,6905,2010-07-12
4478,Federer,3,6885,2010-07-12
8860,Murray,4,5155,2010-07-12
10315,Soderling,5,4935,2010-07-12
7107,Davydenko,6,4740,2010-07-12
9679,Del Potro,7,4270,2010-07-12
7926,Berdych,8,3780,2010-07-12
5292,Roddick,9,3490,2010-07-12
10181,Verdasco,10,3475,2010-07-12
6464,Nadal,1,10745,2010-07-19
8398,Djokovic,2,6905,2010-07-19
4479,Federer,3,6885,2010-07-19
8861,Murray,4,5155,2010-07-19
10316,Soderling,5,4835,2010-07-19
7108,Davydenko,6,4740,2010-07-19
9680,Del Potro,7,4270,2010-07-19
7927,Berdych,8,3780,2010-07-19
5293,Roddick,9,3490,2010-07-19
10182,Verdasco,10,3475,2010-07-19
6465,Nadal,1,10745,2010-07-26
8399,Djokovic,2,6905,2010-07-26
4480,Federer,3,6795,2010-07-26
8862,Murray,4,5155,2010-07-26
10317,Soderling,5,4835,2010-07-26
7109,Davydenko,6,4285,2010-07-26
9681,Del Potro,7,4270,2010-07-26
7928,Berdych,8,3780,2010-07-26
5294,Roddick,9,3490,2010-07-26
10183,Verdasco,10,3475,2010-07-26
6466,Nadal,1,10745,2010-08-02
8400,Djokovic,2,6905,2010-08-02
4481,Federer,3,6795,2010-08-02
8863,Murray,4,5305,2010-08-02
10318,Soderling,5,4835,2010-08-02
7110,Davydenko,6,4285,2010-08-02
9682,Del Potro,7,4270,2010-08-02
7929,Berdych,8,3780,2010-08-02
5295,Roddick,9,3490,2010-08-02
10184,Verdasco,10,3475,2010-08-02
6467,Nadal,1,10745,2010-08-09
8401,Djokovic,2,6905,2010-08-09
4482,Federer,3,6795,2010-08-09
8864,Murray,4,5305,2010-08-09
10319,Soderling,5,4740,2010-08-09
7111,Davydenko,6,4285,2010-08-09
7930,Berdych,7,3780,2010-08-09
9683,Del Potro,8,3770,2010-08-09
10185,Verdasco,9,3475,2010-08-09
9952,Tsonga,10,3455,2010-08-09
6468,Nadal,1,10925,2010-08-16
4483,Federer,2,7215,2010-08-16
8402,Djokovic,3,7085,2010-08-16
8865,Murray,4,5305,2010-08-16
10320,Soderling,5,4830,2010-08-16
7112,Davydenko,6,4195,2010-08-16
7931,Berdych,7,3950,2010-08-16
10186,Verdasco,8,3430,2010-08-16
9684,Del Potro,9,3170,2010-08-16
9953,Tsonga,10,3095,2010-08-16
6469,Nadal,1,10745,2010-08-23
4484,Federer,2,7215,2010-08-23
8403,Djokovic,3,6665,2010-08-23
8866,Murray,4,5125,2010-08-23
10321,Soderling,5,4910,2010-08-23
7113,Davydenko,6,4285,2010-08-23
7932,Berdych,7,3860,2010-08-23
10187,Verdasco,8,3430,2010-08-23
5296,Roddick,9,3225,2010-08-23
9685,Del Potro,10,3170,2010-08-23
6470,Nadal,1,10745,2010-08-30
4485,Federer,2,7215,2010-08-30
8404,Djokovic,3,6665,2010-08-30
8867,Murray,4,5125,2010-08-30
10322,Soderling,5,4910,2010-08-30
7114,Davydenko,6,4285,2010-08-30
7933,Berdych,7,3860,2010-08-30
10188,Verdasco,8,3330,2010-08-30
5297,Roddick,9,3225,2010-08-30
9686,Del Potro,10,3170,2010-08-30
6471,Nadal,1,12025,2010-09-13
8405,Djokovic,2,7145,2010-09-13
4486,Federer,3,6735,2010-09-13
8868,Murray,4,5035,2010-09-13
10323,Soderling,5,4910,2010-09-13
7115,Davydenko,6,4150,2010-09-13
7934,Berdych,7,3780,2010-09-13
10189,Verdasco,8,3330,2010-09-13
9332,Youzhny,9,3295,2010-09-13
7284,Ferrer,10,3200,2010-09-13
6472,Nadal,1,12025,2010-09-20
8406,Djokovic,2,7145,2010-09-20
4487,Federer,3,6735,2010-09-20
8869,Murray,4,5035,2010-09-20
10324,Soderling,5,4910,2010-09-20
7116,Davydenko,6,4150,2010-09-20
7935,Berdych,7,3760,2010-09-20
10190,Verdasco,8,3330,2010-09-20
9333,Youzhny,9,3295,2010-09-20
5298,Roddick,10,3180,2010-09-20
6473,Nadal,1,12025,2010-09-27
8407,Djokovic,2,7145,2010-09-27
4488,Federer,3,6735,2010-09-27
8870,Murray,4,5035,2010-09-27
10325,Soderling,5,4910,2010-09-27
7117,Davydenko,6,4150,2010-09-27
7936,Berdych,7,3760,2010-09-27
10191,Verdasco,8,3330,2010-09-27
9334,Youzhny,9,3295,2010-09-27
5299,Roddick,10,3180,2010-09-27
6474,Nadal,1,12070,2010-10-04
8408,Djokovic,2,7145,2010-10-04
4489,Federer,3,6735,2010-10-04
8871,Murray,4,5035,2010-10-04
10326,Soderling,5,4910,2010-10-04
7118,Davydenko,6,3945,2010-10-04
7937,Berdych,7,3760,2010-10-04
9335,Youzhny,8,3500,2010-10-04
10192,Verdasco,9,3330,2010-10-04
5300,Roddick,10,3180,2010-10-04
6475,Nadal,1,12390,2010-10-11
8409,Djokovic,2,7145,2010-10-11
4490,Federer,3,6735,2010-10-11
8872,Murray,4,5125,2010-10-11
10327,Soderling,5,4825,2010-10-11
7119,Davydenko,6,3945,2010-10-11
7938,Berdych,7,3715,2010-10-11
9336,Youzhny,8,3345,2010-10-11
10193,Verdasco,9,3330,2010-10-11
7285,Ferrer,10,3280,2010-10-11
6476,Nadal,1,11880,2010-10-18
4491,Federer,2,7335,2010-10-18
8410,Djokovic,3,7145,2010-10-18
8873,Murray,4,6125,2010-10-18
10328,Soderling,5,4825,2010-10-18
7939,Berdych,6,3715,2010-10-18
10194,Verdasco,7,3330,2010-10-18
7286,Ferrer,8,3325,2010-10-18
9337,Youzhny,9,3310,2010-10-18
5301,Roddick,10,3260,2010-10-18
6477,Nadal,1,11880,2010-10-25
4492,Federer,2,7495,2010-10-25
8411,Djokovic,3,7145,2010-10-25
8874,Murray,4,6125,2010-10-25
10329,Soderling,5,4780,2010-10-25
7940,Berdych,6,3715,2010-10-25
10195,Verdasco,7,3330,2010-10-25
7287,Ferrer,8,3325,2010-10-25
5302,Roddick,9,3260,2010-10-25
9338,Youzhny,10,3105,2010-10-25
6478,Nadal,1,11880,2010-11-01
4493,Federer,2,7495,2010-11-01
8412,Djokovic,3,7145,2010-11-01
8875,Murray,4,6125,2010-11-01
10330,Soderling,5,4780,2010-11-01
7941,Berdych,6,3715,2010-11-01
10196,Verdasco,7,3330,2010-11-01
7288,Ferrer,8,3325,2010-11-01
5303,Roddick,9,3260,2010-11-01
9339,Youzhny,10,3210,2010-11-01
6479,Nadal,1,11810,2010-11-08
4494,Federer,2,7695,2010-11-08
8413,Djokovic,3,6945,2010-11-08
8876,Murray,4,5670,2010-11-08
10331,Soderling,5,4960,2010-11-08
7942,Berdych,6,3710,2010-11-08
7289,Ferrer,7,3645,2010-11-08
5304,Roddick,8,3485,2010-11-08
10197,Verdasco,9,3240,2010-11-08
9340,Youzhny,10,2955,2010-11-08
6480,Nadal,1,11450,2010-11-15
4495,Federer,2,7645,2010-11-15
8414,Djokovic,3,5635,2010-11-15
10332,Soderling,4,5380,2010-11-15
8877,Murray,5,5360,2010-11-15
7943,Berdych,6,3755,2010-11-15
7290,Ferrer,7,3735,2010-11-15
5305,Roddick,8,3665,2010-11-15
10198,Verdasco,9,3240,2010-11-15
9341,Youzhny,10,2920,2010-11-15
6481,Nadal,1,11450,2010-11-22
4496,Federer,2,7645,2010-11-22
8415,Djokovic,3,5635,2010-11-22
10333,Soderling,4,5380,2010-11-22
8878,Murray,5,5360,2010-11-22
7944,Berdych,6,3755,2010-11-22
7291,Ferrer,7,3735,2010-11-22
5306,Roddick,8,3665,2010-11-22
10199,Verdasco,9,3240,2010-11-22
9342,Youzhny,10,2920,2010-11-22
6482,Nadal,1,12450,2010-11-29
4497,Federer,2,9145,2010-11-29
8416,Djokovic,3,6035,2010-11-29
8879,Murray,4,5760,2010-11-29
10334,Soderling,5,5580,2010-11-29
7945,Berdych,6,3955,2010-11-29
7292,Ferrer,7,3735,2010-11-29
5307,Roddick,8,3665,2010-11-29
10200,Verdasco,9,3240,2010-11-29
9343,Youzhny,10,2920,2010-11-29
6483,Nadal,1,12450,2010-12-06
4498,Federer,2,9145,2010-12-06
8417,Djokovic,3,6240,2010-12-06
8880,Murray,4,5760,2010-12-06
10335,Soderling,5,5580,2010-12-06
7946,Berdych,6,3955,2010-12-06
7293,Ferrer,7,3735,2010-12-06
5308,Roddick,8,3665,2010-12-06
10201,Verdasco,9,3240,2010-12-06
9344,Youzhny,10,2920,2010-12-06
6484,Nadal,1,12450,2010-12-13
4499,Federer,2,9145,2010-12-13
8418,Djokovic,3,6240,2010-12-13
8881,Murray,4,5760,2010-12-13
10336,Soderling,5,5580,2010-12-13
7947,Berdych,6,3955,2010-12-13
7294,Ferrer,7,3735,2010-12-13
5309,Roddick,8,3665,2010-12-13
10202,Verdasco,9,3240,2010-12-13
9345,Youzhny,10,2920,2010-12-13
6485,Nadal,1,12450,2010-12-20
4500,Federer,2,9145,2010-12-20
8419,Djokovic,3,6240,2010-12-20
8882,Murray,4,5760,2010-12-20
10337,Soderling,5,5580,2010-12-20
7948,Berdych,6,3955,2010-12-20
7295,Ferrer,7,3735,2010-12-20
5310,Roddick,8,3665,2010-12-20
10203,Verdasco,9,3240,2010-12-20
9346,Youzhny,10,2920,2010-12-20
6486,Nadal,1,12450,2010-12-27
4501,Federer,2,9145,2010-12-27
8420,Djokovic,3,6240,2010-12-27
8883,Murray,4,5760,2010-12-27
10338,Soderling,5,5580,2010-12-27
7949,Berdych,6,3955,2010-12-27
7296,Ferrer,7,3735,2010-12-27
5311,Roddick,8,3665,2010-12-27
10204,Verdasco,9,3240,2010-12-27
9347,Youzhny,10,2920,2010-12-27
6487,Nadal,1,12450,2011-01-03
4502,Federer,2,9145,2011-01-03
8421,Djokovic,3,6240,2011-01-03
8884,Murray,4,5760,2011-01-03
10339,Soderling,5,5580,2011-01-03
7950,Berdych,6,3955,2011-01-03
7297,Ferrer,7,3735,2011-01-03
5312,Roddick,8,3665,2011-01-03
10205,Verdasco,9,3240,2011-01-03
9348,Youzhny,10,2920,2011-01-03
6488,Nadal,1,12390,2011-01-10
4503,Federer,2,9245,2011-01-10
8422,Djokovic,3,6240,2011-01-10
10340,Soderling,4,5785,2011-01-10
8885,Murray,5,5760,2011-01-10
7951,Berdych,6,3955,2011-01-10
7298,Ferrer,7,3735,2011-01-10
5313,Roddick,8,3565,2011-01-10
10206,Verdasco,9,3240,2011-01-10
9349,Youzhny,10,2920,2011-01-10
6489,Nadal,1,12390,2011-01-17
4504,Federer,2,9245,2011-01-17
8423,Djokovic,3,6240,2011-01-17
10341,Soderling,4,5785,2011-01-17
8886,Murray,5,5760,2011-01-17
7952,Berdych,6,3955,2011-01-17
7299,Ferrer,7,3895,2011-01-17
5314,Roddick,8,3565,2011-01-17
10207,Verdasco,9,3240,2011-01-17
9350,Youzhny,10,2920,2011-01-17
6490,Nadal,1,12390,2011-01-31
4505,Federer,2,7965,2011-01-31
8424,Djokovic,3,7880,2011-01-31
10342,Soderling,4,5955,2011-01-31
8887,Murray,5,5760,2011-01-31
7300,Ferrer,6,4570,2011-01-31
7953,Berdych,7,4270,2011-01-31
5315,Roddick,8,3385,2011-01-31
10208,Verdasco,9,3240,2011-01-31
10525,Melzer,10,2955,2011-01-31
6491,Nadal,1,12390,2011-02-07
4506,Federer,2,7965,2011-02-07
8425,Djokovic,3,7880,2011-02-07
10343,Soderling,4,5955,2011-02-07
8888,Murray,5,5760,2011-02-07
7301,Ferrer,6,4570,2011-02-07
7954,Berdych,7,4270,2011-02-07
5316,Roddick,8,3385,2011-02-07
10209,Verdasco,9,3240,2011-02-07
9351,Youzhny,10,2920,2011-02-07
6492,Nadal,1,12390,2011-02-14
4507,Federer,2,7965,2011-02-14
8426,Djokovic,3,7880,2011-02-14
10344,Soderling,4,5955,2011-02-14
8889,Murray,5,5760,2011-02-14
7302,Ferrer,6,4570,2011-02-14
7955,Berdych,7,4320,2011-02-14
5317,Roddick,8,3325,2011-02-14
10210,Verdasco,9,3140,2011-02-14
10526,Melzer,10,2865,2011-02-14
6493,Nadal,1,12390,2011-02-21
4508,Federer,2,7965,2011-02-21
8427,Djokovic,3,7880,2011-02-21
10345,Soderling,4,6055,2011-02-21
8890,Murray,5,5760,2011-02-21
7303,Ferrer,6,4510,2011-02-21
7956,Berdych,7,4270,2011-02-21
5318,Roddick,8,3735,2011-02-21
10211,Verdasco,9,3140,2011-02-21
10527,Melzer,10,2865,2011-02-21
6494,Nadal,1,12390,2011-02-28
4509,Federer,2,7965,2011-02-28
8428,Djokovic,3,7880,2011-02-28
10346,Soderling,4,6055,2011-02-28
8891,Murray,5,5715,2011-02-28
7304,Ferrer,6,4510,2011-02-28
7957,Berdych,7,4410,2011-02-28
5319,Roddick,8,3735,2011-02-28
10212,Verdasco,9,3095,2011-02-28
10528,Melzer,10,2730,2011-02-28
6495,Nadal,1,12390,2011-03-07
4510,Federer,2,7965,2011-03-07
8429,Djokovic,3,7800,2011-03-07
10347,Soderling,4,6050,2011-03-07
8892,Murray,5,5715,2011-03-07
7305,Ferrer,6,4510,2011-03-07
7958,Berdych,7,4410,2011-03-07
5320,Roddick,8,3770,2011-03-07
10213,Verdasco,9,3095,2011-03-07
10529,Melzer,10,2740,2011-03-07
6496,Nadal,1,12630,2011-03-21
8430,Djokovic,2,8710,2011-03-21
4511,Federer,3,8280,2011-03-21
10348,Soderling,4,5735,2011-03-21
8893,Murray,5,5545,2011-03-21
7306,Ferrer,6,4510,2011-03-21
7959,Berdych,7,4320,2011-03-21
5321,Roddick,8,3260,2011-03-21
10214,Verdasco,9,3095,2011-03-21
10530,Melzer,10,2695,2011-03-21
6497,Nadal,1,12870,2011-04-04
8431,Djokovic,2,9700,2011-04-04
4512,Federer,3,8550,2011-04-04
8894,Murray,4,5545,2011-04-04
10349,Soderling,5,5420,2011-04-04
7307,Ferrer,6,4600,2011-04-04
7960,Berdych,7,3900,2011-04-04
10215,Verdasco,8,2925,2011-04-04
10531,Melzer,9,2660,2011-04-04
10231,Monfils,10,2600,2011-04-04
6498,Nadal,1,12870,2011-04-11
8432,Djokovic,2,9700,2011-04-11
4513,Federer,3,8550,2011-04-11
8895,Murray,4,5545,2011-04-11
10350,Soderling,5,5420,2011-04-11
7308,Ferrer,6,4600,2011-04-11
7961,Berdych,7,3900,2011-04-11
10216,Verdasco,8,2925,2011-04-11
10532,Melzer,9,2660,2011-04-11
10232,Monfils,10,2600,2011-04-11
6499,Nadal,1,12870,2011-04-18
8433,Djokovic,2,9640,2011-04-18
4514,Federer,3,8550,2011-04-18
8896,Murray,4,5905,2011-04-18
10351,Soderling,5,5420,2011-04-18
7309,Ferrer,6,4840,2011-04-18
7962,Berdych,7,3900,2011-04-18
10533,Melzer,8,2975,2011-04-18
10233,Monfils,9,2600,2011-04-18
10539,Fish,10,2401,2011-04-18
6500,Nadal,1,12870,2011-04-25
8434,Djokovic,2,9640,2011-04-25
4515,Federer,3,8550,2011-04-25
8897,Murray,4,5905,2011-04-25
10352,Soderling,5,5175,2011-04-25
7310,Ferrer,6,4840,2011-04-25
7963,Berdych,7,3900,2011-04-25
10534,Melzer,8,3020,2011-04-25
10234,Monfils,9,2600,2011-04-25
10588,Almagro,10,2530,2011-04-25
6501,Nadal,1,11915,2011-05-02
8435,Djokovic,2,9710,2011-05-02
4516,Federer,3,8690,2011-05-02
8898,Murray,4,5815,2011-05-02
10353,Soderling,5,5235,2011-05-02
7311,Ferrer,6,4330,2011-05-02
7964,Berdych,7,3900,2011-05-02
10535,Melzer,8,3055,2011-05-02
10589,Almagro,9,2735,2011-05-02
10235,Monfils,10,2690,2011-05-02
6502,Nadal,1,12470,2011-05-09
8436,Djokovic,2,10665,2011-05-09
4517,Federer,3,8900,2011-05-09
8899,Murray,4,5905,2011-05-09
10354,Soderling,5,5265,2011-05-09
7312,Ferrer,6,4420,2011-05-09
7965,Berdych,7,4035,2011-05-09
10536,Melzer,8,3020,2011-05-09
10236,Monfils,9,2645,2011-05-09
10590,Almagro,10,2495,2011-05-09
6503,Nadal,1,12070,2011-05-16
8437,Djokovic,2,11665,2011-05-16
4518,Federer,3,8390,2011-05-16
8900,Murray,4,6085,2011-05-16
10355,Soderling,5,5435,2011-05-16
7966,Berdych,6,4215,2011-05-16
7313,Ferrer,7,4060,2011-05-16
10537,Melzer,8,2850,2011-05-16
10237,Monfils,9,2465,2011-05-16
10540,Fish,10,2395,2011-05-16
6504,Nadal,1,12070,2011-05-23
8438,Djokovic,2,11665,2011-05-23
4519,Federer,3,8390,2011-05-23
8901,Murray,4,6085,2011-05-23
10356,Soderling,5,5435,2011-05-23
7967,Berdych,6,4200,2011-05-23
7314,Ferrer,7,4060,2011-05-23
10538,Melzer,8,2850,2011-05-23
10238,Monfils,9,2465,2011-05-23
10541,Fish,10,2395,2011-05-23
6505,Nadal,1,12070,2011-06-06
