name,type,value,date
Muster,3,3612,1996-09-30
Ivanisevic,4,3161,1996-09-30
Kafelnikov,5,3091,1996-09-30
Ferreira,6,2701,1996-09-30
Becker,7,2686,1996-09-30
Krajicek,8,2434,1996-09-30
Agassi,9,2292,1996-09-30
Rios,10,2101,1996-09-30
Sampras,1,4740,1996-10-07
Chang,2,4065,1996-10-07
Muster,3,3612,1996-10-07
Kafelnikov,4,3253,1996-10-07
Ivanisevic,5,3161,1996-10-07
Ferreira,6,2701,1996-10-07
Becker,7,2686,1996-10-07
Krajicek,8,2434,1996-10-07
Agassi,9,2292,1996-10-07
Rios,10,1979,1996-10-07
Sampras,1,4740,1996-10-14
Chang,2,3822,1996-10-14
Muster,3,3612,1996-10-14
Kafelnikov,4,3253,1996-10-14
Ivanisevic,5,3165,1996-10-14
Becker,6,3041,1996-10-14
Ferreira,7,2604,1996-10-14
Krajicek,8,2410,1996-10-14
Agassi,9,2292,1996-10-14
Rios,10,1979,1996-10-14
Sampras,1,4677,1996-10-21
Chang,2,3724,1996-10-21
Muster,3,3555,1996-10-21
Kafelnikov,4,3253,1996-10-21
Ivanisevic,5,3165,1996-10-21
Becker,6,3060,1996-10-21
Krajicek,7,2410,1996-10-21
Ferreira,8,2403,1996-10-21
Agassi,9,2292,1996-10-21
Rios,10,2023,1996-10-21
Sampras,1,4807,1996-10-28
Chang,2,3886,1996-10-28
Becker,3,3575,1996-10-28
Kafelnikov,4,3253,1996-10-28
Ivanisevic,5,3222,1996-10-28
Muster,6,3166,1996-10-28
Ferreira,7,2403,1996-10-28
Agassi,8,2363,1996-10-28
Krajicek,9,2333,1996-10-28
Rios,10,2030,1996-10-28
Sampras,1,4375,1996-11-04
Chang,2,3837,1996-11-04
Kafelnikov,3,3486,1996-11-04
Ivanisevic,4,3222,1996-11-04
Becker,5,3213,1996-11-04
Muster,6,3166,1996-11-04
Agassi,7,2364,1996-11-04
Enqvist,8,2325,1996-11-04
Krajicek,9,2262,1996-11-04
Ferreira,10,2239,1996-11-04
Sampras,1,4298,1996-11-11
Chang,2,3584,1996-11-11
Kafelnikov,3,3564,1996-11-11
Ivanisevic,4,3444,1996-11-11
Muster,5,3166,1996-11-11
Becker,6,2634,1996-11-11
Agassi,7,2364,1996-11-11
Krajicek,8,2262,1996-11-11
Enqvist,9,2162,1996-11-11
Ferreira,10,2149,1996-11-11
Sampras,1,4298,1996-11-18
Chang,2,3584,1996-11-18
Kafelnikov,3,3564,1996-11-18
Ivanisevic,4,3444,1996-11-18
Muster,5,3166,1996-11-18
Becker,6,2634,1996-11-18
Agassi,7,2364,1996-11-18
Krajicek,8,2262,1996-11-18
Enqvist,9,2162,1996-11-18
Ferreira,10,2149,1996-11-18
Sampras,1,4865,1996-11-25
Chang,2,3597,1996-11-25
Kafelnikov,3,3564,1996-11-25
Ivanisevic,4,3492,1996-11-25
Muster,5,3166,1996-11-25
Becker,6,2983,1996-11-25
Krajicek,7,2380,1996-11-25
Agassi,8,2364,1996-11-25
Enqvist,9,2191,1996-11-25
Ferreira,10,2149,1996-11-25
Sampras,1,4865,1996-12-02
Chang,2,3597,1996-12-02
Kafelnikov,3,3564,1996-12-02
Ivanisevic,4,3492,1996-12-02
Muster,5,3166,1996-12-02
Becker,6,2983,1996-12-02
Krajicek,7,2380,1996-12-02
Agassi,8,2364,1996-12-02
Enqvist,9,2191,1996-12-02
Ferreira,10,2149,1996-12-02
Sampras,1,4865,1996-12-09
Chang,2,3597,1996-12-09
Kafelnikov,3,3564,1996-12-09
Ivanisevic,4,3492,1996-12-09
Muster,5,3166,1996-12-09
Becker,6,2983,1996-12-09
Krajicek,7,2380,1996-12-09
Agassi,8,2364,1996-12-09
Enqvist,9,2191,1996-12-09
Ferreira,10,2149,1996-12-09
Sampras,1,4865,1996-12-16
Chang,2,3597,1996-12-16
Kafelnikov,3,3564,1996-12-16
Ivanisevic,4,3492,1996-12-16
Muster,5,3166,1996-12-16
Becker,6,2983,1996-12-16
Krajicek,7,2380,1996-12-16
Agassi,8,2364,1996-12-16
Enqvist,9,2191,1996-12-16
Ferreira,10,2149,1996-12-16
Sampras,1,3760,1996-12-23
Chang,2,2843,1996-12-23
Kafelnikov,3,2797,1996-12-23
Ivanisevic,4,2704,1996-12-23
Muster,5,2491,1996-12-23
Becker,6,2281,1996-12-23
Krajicek,7,1841,1996-12-23
Agassi,8,1716,1996-12-23
Enqvist,9,1632,1996-12-23
Ferreira,10,1540,1996-12-23
Sampras,1,3760,1996-12-30
Chang,2,2843,1996-12-30
Kafelnikov,3,2797,1996-12-30
Ivanisevic,4,2704,1996-12-30
Muster,5,2491,1996-12-30
Becker,6,2281,1996-12-30
Krajicek,7,1841,1996-12-30
Agassi,8,1716,1996-12-30
Enqvist,9,1632,1996-12-30
Ferreira,10,1540,1996-12-30
Sampras,1,4865,1997-01-06
Chang,2,3597,1997-01-06
Ivanisevic,3,3492,1997-01-06
Kafelnikov,4,3480,1997-01-06
Muster,5,3125,1997-01-06
Becker,6,2944,1997-01-06
Krajicek,7,2380,1997-01-06
Agassi,8,2364,1997-01-06
Enqvist,9,2191,1997-01-06
Ferreira,10,2149,1997-01-06
Sampras,1,4865,1997-01-13
Chang,2,3597,1997-01-13
Kafelnikov,3,3480,1997-01-13
Ivanisevic,4,3465,1997-01-13
Muster,5,3125,1997-01-13
Becker,6,2944,1997-01-13
Krajicek,7,2380,1997-01-13
Agassi,8,2364,1997-01-13
Enqvist,9,2191,1997-01-13
Ferreira,10,2149,1997-01-13
Sampras,1,3760,1997-01-20
Chang,2,2843,1997-01-20
Kafelnikov,3,2727,1997-01-20
Ivanisevic,4,2674,1997-01-20
Muster,5,2486,1997-01-20
Becker,6,2260,1997-01-20
Krajicek,7,1841,1997-01-20
Agassi,8,1716,1997-01-20
Enqvist,9,1632,1997-01-20
Ferreira,10,1540,1997-01-20
Sampras,1,5774,1997-01-27
Ivanisevic,2,3566,1997-01-27
Muster,3,3492,1997-01-27
Chang,4,3417,1997-01-27
Kafelnikov,5,3367,1997-01-27
Krajicek,6,2371,1997-01-27
Rios,7,2329,1997-01-27
Ferreira,8,2221,1997-01-27
Moya,9,2171,1997-01-27
Enqvist,10,2086,1997-01-27
Sampras,1,5774,1997-02-03
Ivanisevic,2,3562,1997-02-03
Muster,3,3492,1997-02-03
Chang,4,3417,1997-02-03
Kafelnikov,5,3367,1997-02-03
Krajicek,6,2371,1997-02-03
Rios,7,2329,1997-02-03
Ferreira,8,2221,1997-02-03
Moya,9,2171,1997-02-03
Enqvist,10,2104,1997-02-03
Sampras,1,5774,1997-02-10
Ivanisevic,2,3572,1997-02-10
Muster,3,3492,1997-02-10
Chang,4,3417,1997-02-10
Kafelnikov,5,3367,1997-02-10
Krajicek,6,2371,1997-02-10
Rios,7,2329,1997-02-10
Ferreira,8,2221,1997-02-10
Moya,9,2171,1997-02-10
Enqvist,10,2109,1997-02-10
Sampras,1,5767,1997-02-17
Muster,2,3709,1997-02-17
Ivanisevic,3,3452,1997-02-17
Chang,4,3413,1997-02-17
Kafelnikov,5,3367,1997-02-17
Rios,6,2413,1997-02-17
Krajicek,7,2393,1997-02-17
Enqvist,8,2267,1997-02-17
Ferreira,9,2203,1997-02-17
Moya,10,2171,1997-02-17
Sampras,1,5491,1997-02-24
Muster,2,3709,1997-02-24
Chang,3,3595,1997-02-24
Kafelnikov,4,3367,1997-02-24
Ivanisevic,5,3285,1997-02-24
Rios,6,2413,1997-02-24
Krajicek,7,2365,1997-02-24
Enqvist,8,2264,1997-02-24
Ferreira,9,2203,1997-02-24
Moya,10,2171,1997-02-24
Sampras,1,5684,1997-03-03
Muster,2,3709,1997-03-03
Chang,3,3595,1997-03-03
Kafelnikov,4,3318,1997-03-03
Ivanisevic,5,3263,1997-03-03
Rios,6,2413,1997-03-03
Krajicek,7,2365,1997-03-03
Enqvist,8,2264,1997-03-03
Ferreira,9,2203,1997-03-03
Moya,10,2171,1997-03-03
Sampras,1,5684,1997-03-10
Muster,2,3615,1997-03-10
Chang,3,3595,1997-03-10
Kafelnikov,4,3207,1997-03-10
Ivanisevic,5,3103,1997-03-10
Krajicek,6,2601,1997-03-10
Rios,7,2338,1997-03-10
Enqvist,8,2312,1997-03-10
Moya,9,2183,1997-03-10
Ferreira,10,2049,1997-03-10
Sampras,1,5684,1997-03-17
Muster,2,3719,1997-03-17
Chang,3,3601,1997-03-17
Kafelnikov,4,3207,1997-03-17
Ivanisevic,5,3003,1997-03-17
Krajicek,6,2601,1997-03-17
Enqvist,7,2312,1997-03-17
Moya,8,2188,1997-03-17
Rios,9,2168,1997-03-17
Ferreira,10,1940,1997-03-17
Sampras,1,4420,1997-03-24
Muster,2,2883,1997-03-24
Chang,3,2782,1997-03-24
Kafelnikov,4,2540,1997-03-24
Ivanisevic,5,2389,1997-03-24
Krajicek,6,1994,1997-03-24
Enqvist,7,1728,1997-03-24
Moya,8,1484,1997-03-24
Rios,9,1595,1997-03-24
Ferreira,10,1421,1997-03-24
Sampras,1,5666,1997-03-31
Muster,2,4080,1997-03-31
Chang,3,3554,1997-03-31
Kafelnikov,4,3147,1997-03-31
Ivanisevic,5,2710,1997-03-31
Krajicek,6,2598,1997-03-31
Enqvist,7,2312,1997-03-31
Moya,8,2180,1997-03-31
Rios,9,2168,1997-03-31
Ferreira,10,1940,1997-03-31
Sampras,1,5666,1997-04-07
Muster,2,4080,1997-04-07
Chang,3,3554,1997-04-07
Kafelnikov,4,3147,1997-04-07
Ivanisevic,5,2710,1997-04-07
Krajicek,6,2598,1997-04-07
Enqvist,7,2312,1997-04-07
Moya,8,2180,1997-04-07
Rios,9,2168,1997-04-07
Ferreira,10,1940,1997-04-07
Sampras,1,5437,1997-04-14
Muster,2,3946,1997-04-14
Chang,3,3612,1997-04-14
Kafelnikov,4,3147,1997-04-14
Ivanisevic,5,2710,1997-04-14
Krajicek,6,2598,1997-04-14
Enqvist,7,2198,1997-04-14
Moya,8,2186,1997-04-14
Rios,9,2168,1997-04-14
Ferreira,10,1940,1997-04-14
Sampras,1,5118,1997-04-21
Muster,2,3702,1997-04-21
Chang,3,3607,1997-04-21
Kafelnikov,4,3147,1997-04-21
Krajicek,5,2839,1997-04-21
Ivanisevic,6,2710,1997-04-21
Enqvist,7,2176,1997-04-21
Moya,8,2156,1997-04-21
Costa,9,2140,1997-04-21
Rios,10,1977,1997-04-21
Sampras,1,5118,1997-04-28
Chang,2,3716,1997-04-28
Muster,3,3309,1997-04-28
Kafelnikov,4,3147,1997-04-28
Krajicek,5,2885,1997-04-28
Ivanisevic,6,2710,1997-04-28
Moya,7,2343,1997-04-28
Rios,8,2240,1997-04-28
Enqvist,9,2176,1997-04-28
Ferreira,10,1935,1997-04-28
Sampras,1,5118,1997-05-05
Chang,2,3704,1997-05-05
Muster,3,3254,1997-05-05
Kafelnikov,4,3023,1997-05-05
Krajicek,5,2885,1997-05-05
Ivanisevic,6,2710,1997-05-05
Rios,7,2240,1997-05-05
Enqvist,8,2176,1997-05-05
Moya,9,2154,1997-05-05
Ferreira,10,1935,1997-05-05
Sampras,1,5118,1997-05-12
Chang,2,3704,1997-05-12
Muster,3,3261,1997-05-12
Kafelnikov,4,3008,1997-05-12
Krajicek,5,2881,1997-05-12
Ivanisevic,6,2710,1997-05-12
Enqvist,7,2176,1997-05-12
Moya,8,2143,1997-05-12
Rios,9,2072,1997-05-12
Costa,10,1930,1997-05-12
Sampras,1,5118,1997-05-19
Chang,2,3704,1997-05-19
Kafelnikov,3,3008,1997-05-19
Ivanisevic,4,2819,1997-05-19
Muster,5,2798,1997-05-19
Krajicek,6,2573,1997-05-19
Rios,7,2270,1997-05-19
Corretja,8,2162,1997-05-19
Enqvist,9,2148,1997-05-19
Moya,10,2119,1997-05-19
Sampras,1,5118,1997-05-26
Chang,2,3704,1997-05-26
Kafelnikov,3,3008,1997-05-26
Ivanisevic,4,2819,1997-05-26
Muster,5,2800,1997-05-26
Krajicek,6,2573,1997-05-26
Corretja,7,2162,1997-05-26
Enqvist,8,2148,1997-05-26
Moya,9,2119,1997-05-26
Rios,10,2112,1997-05-26
Sampras,1,3992,1997-06-02
Chang,2,2859,1997-06-02
Kafelnikov,3,2375,1997-06-02
Ivanisevic,4,2274,1997-06-02
Muster,5,2181,1997-06-02
Krajicek,6,2024,1997-06-02
Corretja,7,1644,1997-06-02
Enqvist,8,1595,1997-06-02
Moya,9,1537,1997-06-02
Rios,10,1582,1997-06-02
Sampras,1,4699,1997-06-09
Chang,2,3727,1997-06-09
Ivanisevic,3,2803,1997-06-09
Muster,4,2769,1997-06-09
Krajicek,5,2449,1997-06-09
Kafelnikov,6,2279,1997-06-09
Corretja,7,2208,1997-06-09
Bruguera,8,2176,1997-06-09
Enqvist,9,2148,1997-06-09
Moya,10,2119,1997-06-09
Sampras,1,4743,1997-06-16
Chang,2,3727,1997-06-16
Ivanisevic,3,2861,1997-06-16
Muster,4,2724,1997-06-16
Kafelnikov,5,2482,1997-06-16
Krajicek,6,2431,1997-06-16
Corretja,7,2208,1997-06-16
Bruguera,8,2176,1997-06-16
Enqvist,9,2148,1997-06-16
Rios,10,2092,1997-06-16
Sampras,1,4743,1997-06-23
Chang,2,3768,1997-06-23
Ivanisevic,3,2861,1997-06-23
Muster,4,2724,1997-06-23
Krajicek,5,2648,1997-06-23
Kafelnikov,6,2348,1997-06-23
Corretja,7,2208,1997-06-23
Bruguera,8,2176,1997-06-23
Enqvist,9,2148,1997-06-23
Rios,10,2092,1997-06-23
Sampras,1,3765,1997-06-30
Chang,2,2937,1997-06-30
Ivanisevic,3,2334,1997-06-30
Muster,4,2107,1997-06-30
Krajicek,5,2042,1997-06-30
Kafelnikov,6,1855,1997-06-30
Corretja,7,1706,1997-06-30
Bruguera,8,1506,1997-06-30
Enqvist,9,1595,1997-06-30
Rios,10,1586,1997-06-30
Sampras,1,5388,1997-07-07
Chang,2,3768,1997-07-07
Ivanisevic,3,2788,1997-07-07
Muster,4,2724,1997-07-07
Kafelnikov,5,2436,1997-07-07
Corretja,6,2208,1997-07-07
Bruguera,7,2176,1997-07-07
Enqvist,8,2148,1997-07-07
Rios,9,2143,1997-07-07
Moya,10,2085,1997-07-07
Sampras,1,5388,1997-07-14
Chang,2,3768,1997-07-14
Ivanisevic,3,2788,1997-07-14
Muster,4,2724,1997-07-14
Kafelnikov,5,2390,1997-07-14
Corretja,6,2310,1997-07-14
Enqvist,7,2148,1997-07-14
Rios,8,2143,1997-07-14
Bruguera,9,2139,1997-07-14
Moya,10,2085,1997-07-14
Sampras,1,5388,1997-07-21
Chang,2,3743,1997-07-21
Ivanisevic,3,2788,1997-07-21
Corretja,4,2526,1997-07-21
Muster,5,2412,1997-07-21
Kafelnikov,6,2224,1997-07-21
Bruguera,7,2192,1997-07-21
Enqvist,8,2148,1997-07-21
Rios,9,2143,1997-07-21
Moya,10,2085,1997-07-21
Sampras,1,5388,1997-07-28
Chang,2,3743,1997-07-28
Ivanisevic,3,2788,1997-07-28
Corretja,4,2409,1997-07-28
Muster,5,2407,1997-07-28
Bruguera,6,2275,1997-07-28
Kafelnikov,7,2224,1997-07-28
Enqvist,8,2223,1997-07-28
Rios,9,2143,1997-07-28
Moya,10,2133,1997-07-28
Sampras,1,5388,1997-08-04
Chang,2,3739,1997-08-04
Ivanisevic,3,2788,1997-08-04
Muster,4,2414,1997-08-04
Corretja,5,2409,1997-08-04
Kafelnikov,6,2383,1997-08-04
Enqvist,7,2276,1997-08-04
Bruguera,8,2275,1997-08-04
Moya,9,2247,1997-08-04
Kuerten,10,2162,1997-08-04
Sampras,1,5792,1997-08-11
Chang,2,3632,1997-08-11
Ivanisevic,3,2779,1997-08-11
Muster,4,2546,1997-08-11
Corretja,5,2429,1997-08-11
Kafelnikov,6,2407,1997-08-11
Bruguera,7,2326,1997-08-11
Kuerten,8,2250,1997-08-11
Moya,9,2247,1997-08-11
Rios,10,2172,1997-08-11
Sampras,1,5491,1997-08-18
Chang,2,3632,1997-08-18
Kafelnikov,3,2693,1997-08-18
Ivanisevic,4,2614,1997-08-18
Muster,5,2546,1997-08-18
Corretja,6,2386,1997-08-18
Bruguera,7,2342,1997-08-18
Moya,8,2273,1997-08-18
Kuerten,9,2228,1997-08-18
Rios,10,2172,1997-08-18
Sampras,1,5491,1997-08-25
Chang,2,3632,1997-08-25
Kafelnikov,3,2693,1997-08-25
Ivanisevic,4,2614,1997-08-25
Muster,5,2546,1997-08-25
Moya,6,2449,1997-08-25
Corretja,7,2386,1997-08-25
Bruguera,8,2342,1997-08-25
Kuerten,9,2190,1997-08-25
Rios,10,2117,1997-08-25
Sampras,1,4399,1997-09-01
Chang,2,2842,1997-09-01
Kafelnikov,3,2059,1997-09-01
Ivanisevic,4,2121,1997-09-01
Muster,5,1972,1997-09-01
Moya,6,1775,1997-09-01
Corretja,7,1827,1997-09-01
Bruguera,8,1696,1997-09-01
Kuerten,9,1559,1997-09-01
Rios,10,1594,1997-09-01
Sampras,1,4585,1997-09-08
Chang,2,3442,1997-09-08
Rafter,3,2889,1997-09-08
Kafelnikov,4,2693,1997-09-08
Moya,5,2449,1997-09-08
Muster,6,2357,1997-09-08
Bruguera,7,2357,1997-09-08
Rios,8,2322,1997-09-08
Ivanisevic,9,2291,1997-09-08
Corretja,10,2284,1997-09-08
Sampras,1,4585,1997-09-15
Chang,2,3442,1997-09-15
Rafter,3,2889,1997-09-15
Kafelnikov,4,2702,1997-09-15
Moya,5,2451,1997-09-15
Bruguera,6,2357,1997-09-15
Rios,7,2322,1997-09-15
Ivanisevic,8,2291,1997-09-15
Corretja,9,2284,1997-09-15
Rusedski,10,2277,1997-09-15
Sampras,1,4585,1997-09-22
Chang,2,3442,1997-09-22
Rafter,3,2889,1997-09-22
Kafelnikov,4,2702,1997-09-22
Moya,5,2451,1997-09-22
Bruguera,6,2357,1997-09-22
Rios,7,2322,1997-09-22
Ivanisevic,8,2291,1997-09-22
Corretja,9,2284,1997-09-22
Rusedski,10,2277,1997-09-22
Sampras,1,4291,1997-10-06
Chang,2,3385,1997-10-06
Rafter,3,2889,1997-10-06
Rusedski,4,2511,1997-10-06
Moya,5,2451,1997-10-06
Kafelnikov,6,2438,1997-10-06
Bruguera,7,2357,1997-10-06
Rios,8,2301,1997-10-06
Ivanisevic,9,2291,1997-10-06
Corretja,10,2251,1997-10-06
Sampras,1,4291,1997-10-13
Chang,2,3385,1997-10-13
Rafter,3,2889,1997-10-13
Ivanisevic,4,2581,1997-10-13
Rusedski,5,2564,1997-10-13
Moya,6,2451,1997-10-13
Kafelnikov,7,2427,1997-10-13
Bruguera,8,2357,1997-10-13
Rios,9,2318,1997-10-13
Corretja,10,2251,1997-10-13
Sampras,1,4291,1997-10-20
Chang,2,3385,1997-10-20
Rafter,3,2889,1997-10-20
Ivanisevic,4,2622,1997-10-20
Rusedski,5,2564,1997-10-20
Kafelnikov,6,2480,1997-10-20
Moya,7,2451,1997-10-20
Bruguera,8,2367,1997-10-20
Muster,9,2311,1997-10-20
Rios,10,2286,1997-10-20
Sampras,1,3998,1997-10-27
Chang,2,3211,1997-10-27
Rafter,3,3017,1997-10-27
Ivanisevic,4,2568,1997-10-27
Rusedski,5,2513,1997-10-27
Kafelnikov,6,2480,1997-10-27
Moya,7,2451,1997-10-27
Korda,8,2369,1997-10-27
Bruguera,9,2367,1997-10-27
Bjorkman,10,2343,1997-10-27
Sampras,1,4547,1997-11-03
Chang,2,3189,1997-11-03
Rafter,3,3031,1997-11-03
Bjorkman,4,2642,1997-11-03
Rusedski,5,2606,1997-11-03
Ivanisevic,6,2568,1997-11-03
Krajicek,7,2395,1997-11-03
Muster,8,2394,1997-11-03
Moya,9,2391,1997-11-03
Bruguera,10,2367,1997-11-03
Sampras,1,3918,1997-11-10
Chang,2,3130,1997-11-10
Rafter,3,3104,1997-11-10
Bjorkman,4,2880,1997-11-10
Rusedski,5,2617,1997-11-10
Kafelnikov,6,2398,1997-11-10
Moya,7,2391,1997-11-10
Bruguera,8,2367,1997-11-10
Muster,9,2353,1997-11-10
Rios,10,2317,1997-11-10
Sampras,1,4547,1997-11-17
Rafter,2,3210,1997-11-17
Chang,3,3189,1997-11-17
Bjorkman,4,2949,1997-11-17
Kafelnikov,5,2690,1997-11-17
Rusedski,6,2617,1997-11-17
Moya,7,2508,1997-11-17
Bruguera,8,2367,1997-11-17
Muster,9,2353,1997-11-17
Rios,10,2317,1997-11-17
Sampras,1,4547,1997-11-24
Rafter,2,3210,1997-11-24
Chang,3,3189,1997-11-24
Bjorkman,4,2949,1997-11-24
Kafelnikov,5,2690,1997-11-24
Rusedski,6,2617,1997-11-24
Moya,7,2508,1997-11-24
Bruguera,8,2367,1997-11-24
Muster,9,2353,1997-11-24
Rios,10,2317,1997-11-24
Sampras,1,4547,1997-12-01
Rafter,2,3210,1997-12-01
Chang,3,3189,1997-12-01
Bjorkman,4,2949,1997-12-01
Kafelnikov,5,2690,1997-12-01
Rusedski,6,2617,1997-12-01
Moya,7,2508,1997-12-01
Bruguera,8,2367,1997-12-01
Muster,9,2353,1997-12-01
Rios,10,2317,1997-12-01
Sampras,1,4547,1997-12-08
Rafter,2,3210,1997-12-08
Chang,3,3189,1997-12-08
Bjorkman,4,2949,1997-12-08
Kafelnikov,5,2690,1997-12-08
Rusedski,6,2617,1997-12-08
Moya,7,2508,1997-12-08
Bruguera,8,2367,1997-12-08
Muster,9,2353,1997-12-08
Rios,10,2317,1997-12-08
Sampras,1,4547,1997-12-15
Rafter,2,3210,1997-12-15
Chang,3,3189,1997-12-15
Bjorkman,4,2949,1997-12-15
Kafelnikov,5,2690,1997-12-15
Rusedski,6,2617,1997-12-15
Moya,7,2508,1997-12-15
Bruguera,8,2367,1997-12-15
Muster,9,2353,1997-12-15
Rios,10,2317,1997-12-15
Sampras,1,3666,1997-12-22
Rafter,2,2469,1997-12-22
Chang,3,2443,1997-12-22
Bjorkman,4,2217,1997-12-22
Kafelnikov,5,2133,1997-12-22
Rusedski,6,1966,1997-12-22
Moya,7,1887,1997-12-22
Bruguera,8,1749,1997-12-22
Muster,9,1794,1997-12-22
Rios,10,1707,1997-12-22
Sampras,1,3666,1997-12-29
Rafter,2,2469,1997-12-29
Chang,3,2443,1997-12-29
Bjorkman,4,2217,1997-12-29
Kafelnikov,5,2133,1997-12-29
Rusedski,6,1966,1997-12-29
Moya,7,1887,1997-12-29
Bruguera,8,1749,1997-12-29
Muster,9,1794,1997-12-29
Rios,10,1707,1997-12-29
Sampras,1,3666,1998-01-05
Rafter,2,2469,1998-01-05
Chang,3,2443,1998-01-05
Bjorkman,4,2217,1998-01-05
Kafelnikov,5,2133,1998-01-05
Rusedski,6,1966,1998-01-05
Moya,7,1887,1998-01-05
Bruguera,8,1749,1998-01-05
Muster,9,1794,1998-01-05
Rios,10,1707,1998-01-05
Sampras,1,4547,1998-01-12
Rafter,2,3210,1998-01-12
Chang,3,3189,1998-01-12
Bjorkman,4,2870,1998-01-12
Kafelnikov,5,2690,1998-01-12
Rusedski,6,2660,1998-01-12
Korda,7,2495,1998-01-12
Moya,8,2374,1998-01-12
Muster,9,2326,1998-01-12
Rios,10,2316,1998-01-12
Sampras,1,4547,1998-01-19
Rafter,2,3250,1998-01-19
Chang,3,3189,1998-01-19
Bjorkman,4,2870,1998-01-19
Kafelnikov,5,2690,1998-01-19
Rusedski,6,2660,1998-01-19
Korda,7,2495,1998-01-19
Rios,8,2446,1998-01-19
Moya,9,2374,1998-01-19
Muster,10,2326,1998-01-19
Sampras,1,3666,1998-01-26
Rafter,2,2494,1998-01-26
Chang,3,2443,1998-01-26
Bjorkman,4,2142,1998-01-26
Kafelnikov,5,2133,1998-01-26
Rusedski,6,1999,1998-01-26
Korda,7,1881,1998-01-26
Rios,8,1824,1998-01-26
Moya,9,1814,1998-01-26
Muster,10,1779,1998-01-26
Sampras,1,3784,1998-02-02
Korda,2,3484,1998-02-02
Rafter,3,3250,1998-02-02
Bjorkman,4,2977,1998-02-02
Rios,5,2808,1998-02-02
Chang,6,2742,1998-02-02
Kafelnikov,7,2690,1998-02-02
Rusedski,8,2530,1998-02-02
Krajicek,9,2299,1998-02-02
Corretja,10,2285,1998-02-02
Sampras,1,3784,1998-02-09
Korda,2,3484,1998-02-09
Rafter,3,3250,1998-02-09
Bjorkman,4,2977,1998-02-09
Rios,5,2808,1998-02-09
Kafelnikov,6,2765,1998-02-09
Chang,7,2742,1998-02-09
Rusedski,8,2629,1998-02-09
Krajicek,9,2324,1998-02-09
Corretja,10,2285,1998-02-09
Sampras,1,3700,1998-02-16
Korda,2,3484,1998-02-16
Rafter,3,3250,1998-02-16
Bjorkman,4,3022,1998-02-16
Chang,5,2785,1998-02-16
Kafelnikov,6,2765,1998-02-16
Rios,7,2702,1998-02-16
Corretja,8,2551,1998-02-16
Rusedski,9,2493,1998-02-16
Krajicek,10,2457,1998-02-16
Sampras,1,3700,1998-02-23
Korda,2,3437,1998-02-23
Rafter,3,3332,1998-02-23
Bjorkman,4,2985,1998-02-23
Rusedski,5,2806,1998-02-23
Rios,6,2777,1998-02-23
Kafelnikov,7,2765,1998-02-23
Chang,8,2686,1998-02-23
Corretja,9,2551,1998-02-23
Krajicek,10,2457,1998-02-23
Sampras,1,3716,1998-03-02
Korda,2,3391,1998-03-02
Rafter,3,3211,1998-03-02
Kafelnikov,4,3027,1998-03-02
Bjorkman,5,2985,1998-03-02
Rusedski,6,2806,1998-03-02
Rios,7,2777,1998-03-02
Chang,8,2686,1998-03-02
Corretja,9,2551,1998-03-02
Krajicek,10,2457,1998-03-02
Sampras,1,3716,1998-03-09
Korda,2,3377,1998-03-09
Rafter,3,3211,1998-03-09
Kafelnikov,4,3027,1998-03-09
Bjorkman,5,2916,1998-03-09
Rusedski,6,2812,1998-03-09
Rios,7,2777,1998-03-09
Chang,8,2686,1998-03-09
Corretja,9,2551,1998-03-09
Krajicek,10,2308,1998-03-09
Sampras,1,3761,1998-03-16
Korda,2,3432,1998-03-16
Rios,3,3235,1998-03-16
Rafter,4,3211,1998-03-16
Rusedski,5,3092,1998-03-16
Kafelnikov,6,3027,1998-03-16
Bjorkman,7,2761,1998-03-16
Corretja,8,2551,1998-03-16
Krajicek,9,2308,1998-03-16
Chang,10,2220,1998-03-16
Sampras,1,3076,1998-03-23
Korda,2,2556,1998-03-23
Rios,3,2510,1998-03-23
Rafter,4,2444,1998-03-23
Rusedski,5,2403,1998-03-23
Kafelnikov,6,2406,1998-03-23
Bjorkman,7,2053,1998-03-23
Corretja,8,1869,1998-03-23
Krajicek,9,1719,1998-03-23
Chang,10,1743,1998-03-23
Rios,1,3645,1998-03-30
Sampras,2,3600,1998-03-30
Korda,3,3443,1998-03-30
Rafter,4,3211,1998-03-30
Rusedski,5,3094,1998-03-30
Kafelnikov,6,3027,1998-03-30
Corretja,7,2703,1998-03-30
Bjorkman,8,2663,1998-03-30
Krajicek,9,2308,1998-03-30
Kuerten,10,2262,1998-03-30
Rios,1,3645,1998-04-06
Sampras,2,3600,1998-04-06
Korda,3,3443,1998-04-06
Rafter,4,3211,1998-04-06
Rusedski,5,3094,1998-04-06
Kafelnikov,6,3027,1998-04-06
Corretja,7,2703,1998-04-06
Bjorkman,8,2663,1998-04-06
Krajicek,9,2308,1998-04-06
Kuerten,10,2262,1998-04-06
Rios,1,3645,1998-04-13
Sampras,2,3600,1998-04-13
Korda,3,3443,1998-04-13
Rafter,4,3254,1998-04-13
Rusedski,5,3094,1998-04-13
Kafelnikov,6,3027,1998-04-13
Bjorkman,7,2663,1998-04-13
Corretja,8,2523,1998-04-13
Krajicek,9,2308,1998-04-13
Kuerten,10,2262,1998-04-13
Rios,1,3645,1998-04-20
Sampras,2,3600,1998-04-20
Korda,3,3443,1998-04-20
