name,type,value,date
Federer,5,2515,2003-04-14
Roddick,6,2430,2003-04-14
Costa,7,2235,2003-04-14
Safin,8,2090,2003-04-14
Novak,9,1991,2003-04-14
Grosjean,10,1870,2003-04-14
Hewitt,1,4405,2003-04-21
Agassi,2,4295,2003-04-21
Ferrero,3,3135,2003-04-21
Moya,4,2845,2003-04-21
Federer,5,2480,2003-04-21
Roddick,6,2360,2003-04-21
Costa,7,2145,2003-04-21
Safin,8,1965,2003-04-21
Novak,9,1951,2003-04-21
Srichaphan,10,1885,2003-04-21
Agassi,1,4395,2003-04-28
Hewitt,2,4295,2003-04-28
Ferrero,3,3210,2003-04-28
Moya,4,3035,2003-04-28
Federer,5,2480,2003-04-28
Roddick,6,2305,2003-04-28
Safin,7,2150,2003-04-28
Costa,8,1960,2003-04-28
Novak,9,1951,2003-04-28
Srichaphan,10,1885,2003-04-28
Agassi,1,4395,2003-05-05
Hewitt,2,4295,2003-05-05
Ferrero,3,3275,2003-05-05
Moya,4,3035,2003-05-05
Federer,5,2545,2003-05-05
Roddick,6,2305,2003-05-05
Safin,7,2150,2003-05-05
Costa,8,1960,2003-05-05
Novak,9,1951,2003-05-05
Srichaphan,10,1885,2003-05-05
Hewitt,1,4260,2003-05-12
Agassi,2,3900,2003-05-12
Ferrero,3,3465,2003-05-12
Moya,4,2985,2003-05-12
Federer,5,2890,2003-05-12
Roddick,6,2115,2003-05-12
Safin,7,2115,2003-05-12
Costa,8,1910,2003-05-12
Srichaphan,9,1865,2003-05-12
Novak,10,1801,2003-05-12
Hewitt,1,4210,2003-05-19
Agassi,2,3900,2003-05-19
Ferrero,3,3460,2003-05-19
Moya,4,2985,2003-05-19
Federer,5,2465,2003-05-19
Roddick,6,2075,2003-05-19
Coria,7,1985,2003-05-19
Nalbandian,8,1935,2003-05-19
Costa,9,1910,2003-05-19
Srichaphan,10,1830,2003-05-19
Hewitt,1,4210,2003-05-26
Agassi,2,3900,2003-05-26
Ferrero,3,3460,2003-05-26
Moya,4,2985,2003-05-26
Federer,5,2465,2003-05-26
Roddick,6,2225,2003-05-26
Coria,7,1985,2003-05-26
Nalbandian,8,1935,2003-05-26
Costa,9,1920,2003-05-26
Srichaphan,10,1830,2003-05-26
Hewitt,1,4210,2003-06-02
Agassi,2,3900,2003-06-02
Ferrero,3,3460,2003-06-02
Moya,4,2985,2003-06-02
Federer,5,2465,2003-06-02
Roddick,6,2225,2003-06-02
Coria,7,1985,2003-06-02
Nalbandian,8,1935,2003-06-02
Costa,9,1920,2003-06-02
Srichaphan,10,1830,2003-06-02
Hewitt,1,4135,2003-06-09
Agassi,2,3900,2003-06-09
Ferrero,3,3760,2003-06-09
Moya,4,3160,2003-06-09
Federer,5,2465,2003-06-09
Coria,6,2305,2003-06-09
Roddick,7,2225,2003-06-09
Schuettler,8,1925,2003-06-09
Nalbandian,9,1895,2003-06-09
Novak,10,1775,2003-06-09
Agassi,1,3975,2003-06-16
Hewitt,2,3965,2003-06-16
Ferrero,3,3760,2003-06-16
Moya,4,3160,2003-06-16
Federer,5,2580,2003-06-16
Roddick,6,2390,2003-06-16
Coria,7,2305,2003-06-16
Schuettler,8,1925,2003-06-16
Nalbandian,9,1895,2003-06-16
Novak,10,1805,2003-06-16
Agassi,1,3975,2003-06-23
Hewitt,2,3940,2003-06-23
Ferrero,3,3760,2003-06-23
Moya,4,3160,2003-06-23
Federer,5,2580,2003-06-23
Roddick,6,2390,2003-06-23
Coria,7,2260,2003-06-23
Schuettler,8,1925,2003-06-23
Nalbandian,9,1895,2003-06-23
Novak,10,1805,2003-06-23
Agassi,1,3975,2003-06-30
Hewitt,2,3940,2003-06-30
Ferrero,3,3760,2003-06-30
Moya,4,3160,2003-06-30
Federer,5,2580,2003-06-30
Roddick,6,2390,2003-06-30
Coria,7,2260,2003-06-30
Schuettler,8,1925,2003-06-30
Nalbandian,9,1895,2003-06-30
Novak,10,1805,2003-06-30
Agassi,1,4090,2003-07-07
Ferrero,2,3875,2003-07-07
Federer,3,3575,2003-07-07
Moya,4,3160,2003-07-07
Hewitt,5,2945,2003-07-07
Roddick,6,2765,2003-07-07
Coria,7,2250,2003-07-07
Schuettler,8,2000,2003-07-07
Grosjean,9,1950,2003-07-07
Novak,10,1845,2003-07-07
Agassi,1,4090,2003-07-14
Ferrero,2,3875,2003-07-14
Federer,3,3575,2003-07-14
Moya,4,3095,2003-07-14
Hewitt,5,2945,2003-07-14
Roddick,6,2765,2003-07-14
Coria,7,2250,2003-07-14
Schuettler,8,2000,2003-07-14
Novak,9,1980,2003-07-14
Grosjean,10,1950,2003-07-14
Agassi,1,4090,2003-07-21
Ferrero,2,3875,2003-07-21
Federer,3,3575,2003-07-21
Moya,4,2995,2003-07-21
Hewitt,5,2945,2003-07-21
Roddick,6,2765,2003-07-21
Coria,7,2460,2003-07-21
Schuettler,8,2020,2003-07-21
Grosjean,9,1950,2003-07-21
Novak,10,1945,2003-07-21
Agassi,1,3940,2003-07-28
Ferrero,2,3775,2003-07-28
Federer,3,3575,2003-07-28
Moya,4,3095,2003-07-28
Hewitt,5,2945,2003-07-28
Roddick,6,2890,2003-07-28
Coria,7,2735,2003-07-28
Schuettler,8,2020,2003-07-28
Grosjean,9,1950,2003-07-28
Novak,10,1945,2003-07-28
Agassi,1,4030,2003-08-04
Ferrero,2,3815,2003-08-04
Federer,3,3690,2003-08-04
Moya,4,3135,2003-08-04
Hewitt,5,3060,2003-08-04
Coria,6,2885,2003-08-04
Roddick,7,2630,2003-08-04
Schuettler,8,2055,2003-08-04
Srichaphan,9,1925,2003-08-04
Grosjean,10,1865,2003-08-04
Agassi,1,4030,2003-08-11
Federer,2,3910,2003-08-11
Ferrero,3,3665,2003-08-11
Roddick,4,3005,2003-08-11
Coria,5,2840,2003-08-11
Hewitt,6,2745,2003-08-11
Moya,7,2640,2003-08-11
Schuettler,8,2155,2003-08-11
Grosjean,9,1935,2003-08-11
Srichaphan,10,1925,2003-08-11
Agassi,1,3920,2003-08-18
Federer,2,3825,2003-08-18
Ferrero,3,3625,2003-08-18
Roddick,4,3415,2003-08-18
Coria,5,2930,2003-08-18
Hewitt,6,2725,2003-08-18
Moya,7,2570,2003-08-18
Schuettler,8,2270,2003-08-18
Grosjean,9,1880,2003-08-18
Novak,10,1795,2003-08-18
Agassi,1,3920,2003-08-25
Federer,2,3825,2003-08-25
Ferrero,3,3625,2003-08-25
Roddick,4,3415,2003-08-25
Coria,5,2930,2003-08-25
Hewitt,6,2725,2003-08-25
Moya,7,2570,2003-08-25
Schuettler,8,2270,2003-08-25
Grosjean,9,1880,2003-08-25
Novak,10,1795,2003-08-25
Agassi,1,3920,2003-09-01
Federer,2,3825,2003-09-01
Ferrero,3,3625,2003-09-01
Roddick,4,3415,2003-09-01
Coria,5,2930,2003-09-01
Hewitt,6,2725,2003-09-01
Moya,7,2570,2003-09-01
Schuettler,8,2270,2003-09-01
Grosjean,9,1880,2003-09-01
Novak,10,1795,2003-09-01
Ferrero,1,4250,2003-09-08
Roddick,2,4165,2003-09-08
Federer,3,3825,2003-09-08
Agassi,4,3670,2003-09-08
Coria,5,3105,2003-09-08
Moya,6,2685,2003-09-08
Hewitt,7,2525,2003-09-08
Schuettler,8,2415,2003-09-08
Nalbandian,9,2145,2003-09-08
Grosjean,10,1850,2003-09-08
Ferrero,1,4250,2003-09-15
Roddick,2,4165,2003-09-15
Federer,3,3825,2003-09-15
Agassi,4,3670,2003-09-15
Coria,5,3000,2003-09-15
Moya,6,2685,2003-09-15
Hewitt,7,2525,2003-09-15
Schuettler,8,2495,2003-09-15
Nalbandian,9,2145,2003-09-15
Grosjean,10,1850,2003-09-15
Ferrero,1,4250,2003-09-22
Roddick,2,4165,2003-09-22
Federer,3,3825,2003-09-22
Agassi,4,3670,2003-09-22
Coria,5,3000,2003-09-22
Moya,6,2685,2003-09-22
Hewitt,7,2525,2003-09-22
Schuettler,8,2495,2003-09-22
Nalbandian,9,2145,2003-09-22
Grosjean,10,1850,2003-09-22
Ferrero,1,4195,2003-09-29
Roddick,2,4165,2003-09-29
Federer,3,3825,2003-09-29
Agassi,4,3670,2003-09-29
Coria,5,3000,2003-09-29
Moya,6,2640,2003-09-29
Hewitt,7,2525,2003-09-29
Schuettler,8,2495,2003-09-29
Nalbandian,9,2145,2003-09-29
Grosjean,10,1850,2003-09-29
Ferrero,1,4195,2003-10-06
Roddick,2,4165,2003-10-06
Federer,3,3825,2003-10-06
Agassi,4,3670,2003-10-06
Coria,5,3000,2003-10-06
Schuettler,6,2685,2003-10-06
Moya,7,2640,2003-10-06
Hewitt,8,2465,2003-10-06
Nalbandian,9,2145,2003-10-06
Grosjean,10,1985,2003-10-06
Ferrero,1,4195,2003-10-13
Roddick,2,4165,2003-10-13
Federer,3,3825,2003-10-13
Agassi,4,3670,2003-10-13
Coria,5,2990,2003-10-13
Schuettler,6,2850,2003-10-13
Moya,7,2705,2003-10-13
Hewitt,8,2465,2003-10-13
Nalbandian,9,2145,2003-10-13
Grosjean,10,1970,2003-10-13
Ferrero,1,4570,2003-10-20
Roddick,2,4235,2003-10-20
Federer,3,3925,2003-10-20
Agassi,4,3170,2003-10-20
Coria,5,2965,2003-10-20
Schuettler,6,2850,2003-10-20
Moya,7,2705,2003-10-20
Hewitt,8,2465,2003-10-20
Nalbandian,9,2070,2003-10-20
Grosjean,10,1870,2003-10-20
Ferrero,1,4535,2003-10-27
Roddick,2,4235,2003-10-27
Federer,3,3925,2003-10-27
Coria,4,3175,2003-10-27
Agassi,5,3150,2003-10-27
Schuettler,6,2885,2003-10-27
Moya,7,2705,2003-10-27
Hewitt,8,2450,2003-10-27
Nalbandian,9,1995,2003-10-27
Srichaphan,10,1745,2003-10-27
Roddick,1,4335,2003-11-03
Ferrero,2,4205,2003-11-03
Federer,3,3625,2003-11-03
Coria,4,3230,2003-11-03
Agassi,5,3025,2003-11-03
Schuettler,6,3005,2003-11-03
Moya,7,2180,2003-11-03
Nalbandian,8,1960,2003-11-03
Philippoussis,9,1615,2003-11-03
Grosjean,10,1610,2003-11-03
Roddick,1,4335,2003-11-10
Ferrero,2,4205,2003-11-10
Federer,3,3625,2003-11-10
Coria,4,3230,2003-11-10
Agassi,5,3025,2003-11-10
Schuettler,6,3005,2003-11-10
Moya,7,2180,2003-11-10
Nalbandian,8,1960,2003-11-10
Philippoussis,9,1615,2003-11-10
Grosjean,10,1610,2003-11-10
Roddick,1,4535,2003-11-17
Federer,2,4375,2003-11-17
Ferrero,3,4205,2003-11-17
Agassi,4,3425,2003-11-17
Coria,5,3330,2003-11-17
Schuettler,6,3205,2003-11-17
Moya,7,2280,2003-11-17
Nalbandian,8,2060,2003-11-17
Philippoussis,9,1615,2003-11-17
Grosjean,10,1610,2003-11-17
Roddick,1,4535,2003-11-24
Federer,2,4375,2003-11-24
Ferrero,3,4205,2003-11-24
Agassi,4,3425,2003-11-24
Coria,5,3330,2003-11-24
Schuettler,6,3205,2003-11-24
Moya,7,2280,2003-11-24
Nalbandian,8,2060,2003-11-24
Philippoussis,9,1615,2003-11-24
Grosjean,10,1610,2003-11-24
Roddick,1,4535,2003-12-01
Federer,2,4375,2003-12-01
Ferrero,3,4205,2003-12-01
Agassi,4,3425,2003-12-01
Coria,5,3330,2003-12-01
Schuettler,6,3205,2003-12-01
Moya,7,2280,2003-12-01
Nalbandian,8,2060,2003-12-01
Philippoussis,9,1615,2003-12-01
Grosjean,10,1610,2003-12-01
Roddick,1,4535,2003-12-08
Federer,2,4375,2003-12-08
Ferrero,3,4205,2003-12-08
Agassi,4,3425,2003-12-08
Coria,5,3330,2003-12-08
Schuettler,6,3205,2003-12-08
Moya,7,2280,2003-12-08
Nalbandian,8,2060,2003-12-08
Philippoussis,9,1615,2003-12-08
Grosjean,10,1610,2003-12-08
Roddick,1,4535,2003-12-15
Federer,2,4375,2003-12-15
Ferrero,3,4205,2003-12-15
Agassi,4,3425,2003-12-15
Coria,5,3330,2003-12-15
Schuettler,6,3205,2003-12-15
Moya,7,2280,2003-12-15
Nalbandian,8,2060,2003-12-15
Philippoussis,9,1615,2003-12-15
Grosjean,10,1610,2003-12-15
Roddick,1,4535,2003-12-22
Federer,2,4375,2003-12-22
Ferrero,3,4205,2003-12-22
Agassi,4,3425,2003-12-22
Coria,5,3330,2003-12-22
Schuettler,6,3205,2003-12-22
Moya,7,2280,2003-12-22
Nalbandian,8,2060,2003-12-22
Philippoussis,9,1615,2003-12-22
Grosjean,10,1610,2003-12-22
Roddick,1,4535,2003-12-29
Federer,2,4375,2003-12-29
Ferrero,3,4205,2003-12-29
Agassi,4,3425,2003-12-29
Coria,5,3330,2003-12-29
Schuettler,6,3205,2003-12-29
Moya,7,2280,2003-12-29
Nalbandian,8,2060,2003-12-29
Philippoussis,9,1615,2003-12-29
Grosjean,10,1610,2003-12-29
Roddick,1,4535,2004-01-05
Federer,2,4375,2004-01-05
Ferrero,3,4205,2004-01-05
Agassi,4,3425,2004-01-05
Coria,5,3330,2004-01-05
Schuettler,6,3205,2004-01-05
Moya,7,2280,2004-01-05
Nalbandian,8,2060,2004-01-05
Philippoussis,9,1615,2004-01-05
Grosjean,10,1610,2004-01-05
Roddick,1,4535,2004-01-12
Federer,2,4375,2004-01-12
Ferrero,3,4145,2004-01-12
Agassi,4,3425,2004-01-12
Coria,5,3330,2004-01-12
Schuettler,6,3205,2004-01-12
Moya,7,2380,2004-01-12
Nalbandian,8,2060,2004-01-12
Grosjean,9,1630,2004-01-12
Philippoussis,10,1605,2004-01-12
Roddick,1,4535,2004-01-19
Federer,2,4375,2004-01-19
Ferrero,3,4145,2004-01-19
Agassi,4,3425,2004-01-19
Coria,5,3330,2004-01-19
Schuettler,6,3205,2004-01-19
Moya,7,2380,2004-01-19
Nalbandian,8,2060,2004-01-19
Philippoussis,9,1640,2004-01-19
Grosjean,10,1630,2004-01-19
Roddick,1,4535,2004-01-26
Federer,2,4375,2004-01-26
Ferrero,3,4145,2004-01-26
Agassi,4,3425,2004-01-26
Coria,5,3330,2004-01-26
Schuettler,6,3205,2004-01-26
Moya,7,2380,2004-01-26
Nalbandian,8,2060,2004-01-26
Philippoussis,9,1640,2004-01-26
Grosjean,10,1630,2004-01-26
Federer,1,5225,2004-02-02
Ferrero,2,4345,2004-02-02
Roddick,3,4335,2004-02-02
Coria,4,3185,2004-02-02
Agassi,5,2875,2004-02-02
Schuettler,6,2510,2004-02-02
Moya,7,2345,2004-02-02
Nalbandian,8,2060,2004-02-02
Philippoussis,9,1715,2004-02-02
Srichaphan,10,1655,2004-02-02
Federer,1,5225,2004-02-09
Ferrero,2,4345,2004-02-09
Roddick,3,4335,2004-02-09
Coria,4,3185,2004-02-09
Agassi,5,2875,2004-02-09
Schuettler,6,2510,2004-02-09
Moya,7,2345,2004-02-09
Nalbandian,8,2060,2004-02-09
Philippoussis,9,1715,2004-02-09
Srichaphan,10,1655,2004-02-09
Federer,1,5170,2004-02-16
Roddick,2,4390,2004-02-16
Ferrero,3,4345,2004-02-16
Coria,4,3185,2004-02-16
Agassi,5,2775,2004-02-16
Schuettler,6,2510,2004-02-16
Moya,7,2345,2004-02-16
Nalbandian,8,2060,2004-02-16
Philippoussis,9,1705,2004-02-16
Srichaphan,10,1655,2004-02-16
Federer,1,5170,2004-02-23
Ferrero,2,4460,2004-02-23
Roddick,3,4335,2004-02-23
Coria,4,3240,2004-02-23
Agassi,5,2775,2004-02-23
Schuettler,6,2510,2004-02-23
Moya,7,2290,2004-02-23
Nalbandian,8,2025,2004-02-23
Hewitt,9,1875,2004-02-23
Philippoussis,10,1705,2004-02-23
Federer,1,4930,2004-03-01
Ferrero,2,4460,2004-03-01
Roddick,3,4335,2004-03-01
Coria,4,3240,2004-03-01
Agassi,5,2775,2004-03-01
Schuettler,6,2495,2004-03-01
Moya,7,2290,2004-03-01
Nalbandian,8,2000,2004-03-01
Hewitt,9,1875,2004-03-01
Philippoussis,10,1705,2004-03-01
Federer,1,5170,2004-03-08
Ferrero,2,4460,2004-03-08
Roddick,3,4335,2004-03-08
Coria,4,3240,2004-03-08
Agassi,5,2770,2004-03-08
Schuettler,6,2495,2004-03-08
Moya,7,2420,2004-03-08
Nalbandian,8,1965,2004-03-08
Hewitt,9,1700,2004-03-08
Henman,10,1700,2004-03-08
Federer,1,5170,2004-03-15
Ferrero,2,4460,2004-03-15
Roddick,3,4335,2004-03-15
Coria,4,3240,2004-03-15
Agassi,5,2770,2004-03-15
Schuettler,6,2495,2004-03-15
Moya,7,2420,2004-03-15
Nalbandian,8,1965,2004-03-15
Hewitt,9,1700,2004-03-15
Henman,10,1700,2004-03-15
Federer,1,5635,2004-03-22
Ferrero,2,4425,2004-03-22
Roddick,3,4335,2004-03-22
Coria,4,3290,2004-03-22
Agassi,5,2995,2004-03-22
Moya,6,2350,2004-03-22
Schuettler,7,2275,2004-03-22
Henman,8,2015,2004-03-22
Nalbandian,9,1960,2004-03-22
Srichaphan,10,1655,2004-03-22
Federer,1,5635,2004-03-29
Ferrero,2,4425,2004-03-29
Roddick,3,4335,2004-03-29
Coria,4,3290,2004-03-29
Agassi,5,2995,2004-03-29
Moya,6,2350,2004-03-29
Schuettler,7,2275,2004-03-29
Henman,8,2015,2004-03-29
Nalbandian,9,1960,2004-03-29
Srichaphan,10,1655,2004-03-29
Federer,1,5545,2004-04-05
Roddick,2,4800,2004-04-05
Ferrero,3,4390,2004-04-05
Coria,4,3565,2004-04-05
Agassi,5,2570,2004-04-05
Schuettler,6,2245,2004-04-05
Moya,7,2125,2004-04-05
Henman,8,2015,2004-04-05
Nalbandian,9,1925,2004-04-05
Grosjean,10,1630,2004-04-05
Federer,1,5545,2004-04-12
Roddick,2,4800,2004-04-12
Ferrero,3,4390,2004-04-12
Coria,4,3565,2004-04-12
Agassi,5,2570,2004-04-12
Schuettler,6,2245,2004-04-12
Moya,7,2125,2004-04-12
Henman,8,2015,2004-04-12
Nalbandian,9,1925,2004-04-12
Grosjean,10,1630,2004-04-12
Federer,1,5605,2004-04-19
Roddick,2,4915,2004-04-19
Ferrero,3,3965,2004-04-19
Coria,4,3230,2004-04-19
Agassi,5,2570,2004-04-19
Schuettler,6,2270,2004-04-19
Henman,7,2075,2004-04-19
Moya,8,2020,2004-04-19
Nalbandian,9,1890,2004-04-19
Grosjean,10,1645,2004-04-19
Federer,1,5545,2004-04-26
Roddick,2,4795,2004-04-26
Ferrero,3,3835,2004-04-26
Coria,4,3715,2004-04-26
Schuettler,5,2560,2004-04-26
Agassi,6,2395,2004-04-26
Henman,7,2140,2004-04-26
Nalbandian,8,2010,2004-04-26
Moya,9,1945,2004-04-26
Grosjean,10,1665,2004-04-26
Federer,1,5430,2004-05-03
Roddick,2,4795,2004-05-03
Coria,3,3715,2004-05-03
Ferrero,4,3700,2004-05-03
Schuettler,5,2560,2004-05-03
Agassi,6,2395,2004-05-03
Henman,7,2140,2004-05-03
Nalbandian,8,2085,2004-05-03
Moya,9,1945,2004-05-03
Grosjean,10,1665,2004-05-03
Federer,1,5115,2004-05-10
Roddick,2,4765,2004-05-10
Coria,3,3640,2004-05-10
Ferrero,4,3475,2004-05-10
Schuettler,5,2440,2004-05-10
Nalbandian,6,2430,2004-05-10
Agassi,7,2390,2004-05-10
Moya,8,2370,2004-05-10
Henman,9,2210,2004-05-10
Grosjean,10,1695,2004-05-10
Federer,1,5540,2004-05-17
Roddick,2,4730,2004-05-17
Coria,3,3490,2004-05-17
Ferrero,4,3475,2004-05-17
Moya,5,2460,2004-05-17
Agassi,6,2390,2004-05-17
Schuettler,7,2370,2004-05-17
Nalbandian,8,2210,2004-05-17
Henman,9,2170,2004-05-17
Grosjean,10,1665,2004-05-17
Federer,1,5540,2004-05-24
Roddick,2,4665,2004-05-24
Coria,3,3490,2004-05-24
Ferrero,4,3475,2004-05-24
Moya,5,2460,2004-05-24
Agassi,6,2395,2004-05-24
Schuettler,7,2370,2004-05-24
Nalbandian,8,2210,2004-05-24
Henman,9,2170,2004-05-24
Grosjean,10,1665,2004-05-24
Federer,1,5540,2004-05-31
Roddick,2,4665,2004-05-31
Coria,3,3490,2004-05-31
Ferrero,4,3475,2004-05-31
Moya,5,2460,2004-05-31
Agassi,6,2395,2004-05-31
Schuettler,7,2370,2004-05-31
Nalbandian,8,2210,2004-05-31
Henman,9,2170,2004-05-31
Grosjean,10,1665,2004-05-31
Federer,1,5610,2004-06-07
Roddick,2,4695,2004-06-07
Coria,3,3740,2004-06-07
Nalbandian,4,2625,2004-06-07
Henman,5,2545,2004-06-07
Ferrero,6,2510,2004-06-07
Moya,7,2460,2004-06-07
Schuettler,8,2225,2004-06-07
Agassi,9,2150,2004-06-07
Gaudio,10,1705,2004-06-07
Federer,1,5610,2004-06-14
Roddick,2,4695,2004-06-14
Coria,3,3740,2004-06-14
Nalbandian,4,2625,2004-06-14
Ferrero,5,2510,2004-06-14
Henman,6,2505,2004-06-14
Moya,7,2460,2004-06-14
Schuettler,8,2265,2004-06-14
Agassi,9,2055,2004-06-14
Hewitt,10,1745,2004-06-14
Federer,1,5610,2004-06-21
Roddick,2,4695,2004-06-21
Coria,3,3740,2004-06-21
Nalbandian,4,2625,2004-06-21
Ferrero,5,2510,2004-06-21
Henman,6,2505,2004-06-21
Moya,7,2460,2004-06-21
Schuettler,8,2265,2004-06-21
Agassi,9,2055,2004-06-21
Hewitt,10,1745,2004-06-21
Federer,1,5610,2004-06-28
Roddick,2,4695,2004-06-28
Coria,3,3740,2004-06-28
Nalbandian,4,2625,2004-06-28
Ferrero,5,2510,2004-06-28
Henman,6,2505,2004-06-28
Moya,7,2460,2004-06-28
Schuettler,8,2265,2004-06-28
Agassi,9,2055,2004-06-28
Hewitt,10,1745,2004-06-28
Federer,1,5610,2004-07-05
Roddick,2,4945,2004-07-05
Coria,3,3770,2004-07-05
Moya,4,2610,2004-07-05
Henman,5,2505,2004-07-05
Nalbandian,6,2475,2004-07-05
Ferrero,7,2435,2004-07-05
Schuettler,8,2190,2004-07-05
Hewitt,9,1990,2004-07-05
Agassi,10,1905,2004-07-05
Federer,1,5665,2004-07-12
Roddick,2,4945,2004-07-12
Coria,3,3770,2004-07-12
Moya,4,2610,2004-07-12
Henman,5,2505,2004-07-12
Nalbandian,6,2475,2004-07-12
Ferrero,7,2435,2004-07-12
Schuettler,8,2190,2004-07-12
Hewitt,9,1990,2004-07-12
Agassi,10,1905,2004-07-12
Federer,1,5665,2004-07-19
Roddick,2,4945,2004-07-19
Coria,3,3640,2004-07-19
Moya,4,2610,2004-07-19
Henman,5,2505,2004-07-19
Nalbandian,6,2475,2004-07-19
Ferrero,7,2435,2004-07-19
Schuettler,8,2190,2004-07-19
Hewitt,9,1990,2004-07-19
Agassi,10,1945,2004-07-19
Federer,1,5665,2004-07-26
Roddick,2,4945,2004-07-26
Coria,3,3355,2004-07-26
Moya,4,2555,2004-07-26
Henman,5,2505,2004-07-26
Nalbandian,6,2475,2004-07-26
Ferrero,7,2365,2004-07-26
Schuettler,8,2200,2004-07-26
Gaudio,9,1995,2004-07-26
Hewitt,10,1990,2004-07-26
Federer,1,6105,2004-08-02
Roddick,2,5185,2004-08-02
Coria,3,3185,2004-08-02
Moya,4,2510,2004-08-02
Nalbandian,5,2465,2004-08-02
Henman,6,2340,2004-08-02
Ferrero,7,2330,2004-08-02
Schuettler,8,2095,2004-08-02
Gaudio,9,1960,2004-08-02
Hewitt,10,1945,2004-08-02
Federer,1,5885,2004-08-09
Roddick,2,4910,2004-08-09
Coria,3,3180,2004-08-09
Moya,4,2630,2004-08-09
Henman,5,2380,2004-08-09
Ferrero,6,2290,2004-08-09
Agassi,7,2265,2004-08-09
Hewitt,8,2260,2004-08-09
Nalbandian,9,2115,2004-08-09
Gaudio,10,1990,2004-08-09
Federer,1,5910,2004-08-16
Roddick,2,4520,2004-08-16
Coria,3,3070,2004-08-16
Moya,4,2745,2004-08-16
Henman,5,2380,2004-08-16
Agassi,6,2265,2004-08-16
Ferrero,7,2260,2004-08-16
Hewitt,8,2255,2004-08-16
Nalbandian,9,1990,2004-08-16
Gaudio,10,1955,2004-08-16
Federer,1,5910,2004-08-23
Roddick,2,4520,2004-08-23
Coria,3,3070,2004-08-23
Moya,4,2745,2004-08-23
Hewitt,5,2430,2004-08-23
Henman,6,2380,2004-08-23
Agassi,7,2340,2004-08-23
Ferrero,8,2280,2004-08-23
Nalbandian,9,1990,2004-08-23
Gaudio,10,1955,2004-08-23
Federer,1,5910,2004-08-30
Roddick,2,4520,2004-08-30
Coria,3,3070,2004-08-30
Moya,4,2745,2004-08-30
Hewitt,5,2605,2004-08-30
Henman,6,2380,2004-08-30
Agassi,7,2340,2004-08-30
Ferrero,8,2280,2004-08-30
Nalbandian,9,1990,2004-08-30
Gaudio,10,1955,2004-08-30
Federer,1,5910,2004-09-06
Roddick,2,4520,2004-09-06
Coria,3,3070,2004-09-06
Moya,4,2745,2004-09-06
Hewitt,5,2605,2004-09-06
Henman,6,2380,2004-09-06
Agassi,7,2340,2004-09-06
Ferrero,8,2280,2004-09-06
Nalbandian,9,1990,2004-09-06
Gaudio,10,1955,2004-09-06
Federer,1,6760,2004-09-13
Roddick,2,3770,2004-09-13
Hewitt,3,3055,2004-09-13
Henman,4,2825,2004-09-13
Coria,5,2820,2004-09-13
Moya,6,2670,2004-09-13
Agassi,7,2140,2004-09-13
Gaudio,8,1985,2004-09-13
Massu,9,1760,2004-09-13
Grosjean,10,1685,2004-09-13
Federer,1,6760,2004-09-20
Roddick,2,3770,2004-09-20
Hewitt,3,3055,2004-09-20
Henman,4,2825,2004-09-20
Coria,5,2820,2004-09-20
Moya,6,2670,2004-09-20
Agassi,7,2140,2004-09-20
Gaudio,8,1985,2004-09-20
Safin,9,1760,2004-09-20
Massu,10,1730,2004-09-20
Federer,1,6760,2004-09-27
Roddick,2,3770,2004-09-27
Hewitt,3,3055,2004-09-27
Henman,4,2825,2004-09-27
Coria,5,2820,2004-09-27
Moya,6,2670,2004-09-27
Agassi,7,2140,2004-09-27
Gaudio,8,1985,2004-09-27
Safin,9,1760,2004-09-27
Grosjean,10,1685,2004-09-27
Federer,1,6875,2004-10-04
Roddick,2,3780,2004-10-04
Hewitt,3,3055,2004-10-04
Henman,4,2825,2004-10-04
Coria,5,2820,2004-10-04
Moya,6,2670,2004-10-04
Agassi,7,2140,2004-10-04
Gaudio,8,1985,2004-10-04
Safin,9,1820,2004-10-04
Nalbandian,10,1615,2004-10-04
Federer,1,6685,2004-10-11
Roddick,2,3780,2004-10-11
Hewitt,3,3065,2004-10-11
Coria,4,2820,2004-10-11
Henman,5,2720,2004-10-11
Moya,6,2595,2004-10-11
Agassi,7,2140,2004-10-11
Gaudio,8,1985,2004-10-11
Safin,9,1820,2004-10-11
Nalbandian,10,1640,2004-10-11
Federer,1,6485,2004-10-18
Roddick,2,3815,2004-10-18
Hewitt,3,3165,2004-10-18
Coria,4,2825,2004-10-18
Henman,5,2720,2004-10-18
Moya,6,2595,2004-10-18
Agassi,7,2140,2004-10-18
Gaudio,8,1975,2004-10-18
Safin,9,1840,2004-10-18
Nalbandian,10,1700,2004-10-18
Federer,1,6460,2004-10-25
Roddick,2,3705,2004-10-25
Hewitt,3,3065,2004-10-25
Henman,4,2735,2004-10-25
Coria,5,2575,2004-10-25
Moya,6,2520,2004-10-25
Agassi,7,2365,2004-10-25
Safin,8,2325,2004-10-25
Gaudio,9,1950,2004-10-25
Nalbandian,10,1875,2004-10-25
Federer,1,6360,2004-11-01
Roddick,2,3555,2004-11-01
Hewitt,3,3165,2004-11-01
Moya,4,2595,2004-11-01
Coria,5,2505,2004-11-01
Agassi,6,2505,2004-11-01
Safin,7,2385,2004-11-01
Henman,8,2295,2004-11-01
Nalbandian,9,2050,2004-11-01
